,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,TARGET
8658,80.0,28.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,False
8659,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8660,5.0,1.0,1.0,1.0,10.0,31.7,0.33,3.0,10.57,95.1,0.01,5.28,6.0,3.0,7.0,3.0,1.0,False
8661,15.0,4.0,3.0,2.0,32.0,142.7,0.12,8.67,16.47,1236.75,0.05,68.71,13.0,9.0,20.0,12.0,7.0,False
8662,31.0,6.0,5.0,1.0,68.0,311.78,0.05,20.0,15.59,6235.55,0.1,346.42,15.0,9.0,44.0,24.0,11.0,False
8663,21.0,4.0,1.0,2.0,60.0,294.41,0.1,10.32,28.52,3039.39,0.1,168.85,13.0,17.0,33.0,27.0,7.0,False
8664,5.0,1.0,1.0,1.0,10.0,33.22,0.33,3.0,11.07,99.66,0.01,5.54,6.0,4.0,6.0,4.0,1.0,False
8665,9.0,3.0,1.0,2.0,18.0,68.53,0.16,6.3,10.88,431.75,0.02,23.99,9.0,5.0,11.0,7.0,5.0,False
8666,4.0,2.0,1.0,1.0,12.0,41.51,0.4,2.5,16.61,103.78,0.01,5.77,5.0,6.0,6.0,6.0,3.0,False
8667,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
8668,22.0,3.0,1.0,3.0,70.0,320.95,0.08,12.27,26.16,3937.78,0.11,218.77,11.0,13.0,41.0,29.0,5.0,False
8669,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8670,9.0,4.0,1.0,3.0,22.0,88.0,0.17,5.79,15.21,509.14,0.03,28.29,9.0,7.0,13.0,9.0,7.0,False
8671,7.0,2.0,1.0,1.0,15.0,51.89,0.19,5.25,9.88,272.43,0.02,15.14,7.0,4.0,9.0,6.0,3.0,False
8672,33.0,6.0,6.0,6.0,134.0,717.91,0.03,35.14,20.43,25226.63,0.24,1401.48,23.0,18.0,79.0,55.0,11.0,False
8673,29.0,3.0,1.0,3.0,111.0,590.73,0.08,12.28,48.11,7252.9,0.2,402.94,13.0,27.0,60.0,51.0,5.0,False
8674,32.0,6.0,1.0,6.0,82.0,402.37,0.07,15.0,26.82,6035.48,0.13,335.3,15.0,15.0,52.0,30.0,11.0,False
8675,109.0,13.0,11.0,6.0,223.0,1300.73,0.03,30.91,42.08,40204.52,0.43,2233.58,24.0,33.0,138.0,85.0,25.0,False
8676,21.0,4.0,3.0,4.0,76.0,338.92,0.04,26.67,12.71,9037.78,0.11,502.1,16.0,6.0,56.0,20.0,7.0,False
8677,22.0,4.0,3.0,4.0,108.0,535.05,0.04,25.07,21.35,13412.0,0.18,745.11,16.0,15.0,61.0,47.0,7.0,False
8678,32.0,6.0,1.0,6.0,82.0,402.37,0.07,15.0,26.82,6035.48,0.13,335.3,15.0,15.0,52.0,30.0,11.0,False
8679,5.0,1.0,1.0,1.0,13.0,43.19,0.27,3.75,11.52,161.94,0.01,9.0,6.0,4.0,8.0,5.0,1.0,False
8680,10.0,2.0,1.0,2.0,28.0,109.39,0.13,8.0,13.67,875.14,0.04,48.62,8.0,7.0,14.0,14.0,3.0,False
8681,16.0,3.0,1.0,2.0,39.0,181.11,0.15,6.68,27.12,1209.56,0.06,67.2,11.0,14.0,22.0,17.0,5.0,False
8682,14.0,5.0,5.0,3.0,51.0,233.83,0.06,15.83,14.77,3702.36,0.08,205.69,15.0,9.0,32.0,19.0,9.0,False
8683,30.0,3.0,1.0,3.0,80.0,384.59,0.08,12.38,31.08,4759.28,0.13,264.4,12.0,16.0,47.0,33.0,5.0,False
8684,28.0,2.0,1.0,2.0,66.0,285.25,0.06,15.89,17.95,4532.26,0.1,251.79,11.0,9.0,40.0,26.0,3.0,False
8685,25.0,4.0,1.0,2.0,97.0,471.22,0.05,18.28,25.78,8614.57,0.16,478.59,13.0,16.0,52.0,45.0,7.0,False
8686,26.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,False
8687,7.0,2.0,1.0,1.0,15.0,49.83,0.17,6.0,8.3,298.97,0.02,16.61,6.0,4.0,7.0,8.0,3.0,False
8688,7.0,2.0,1.0,1.0,15.0,51.89,0.21,4.8,10.81,249.08,0.02,13.84,6.0,5.0,7.0,8.0,3.0,False
8689,29.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,False
8690,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8691,15.0,3.0,3.0,1.0,30.0,125.1,0.12,8.64,14.47,1081.2,0.04,60.07,11.0,7.0,19.0,11.0,5.0,False
8692,42.0,5.0,1.0,5.0,74.0,347.83,0.08,12.47,27.9,4336.31,0.12,240.91,11.0,15.0,40.0,34.0,9.0,False
8693,8.0,1.0,1.0,1.0,33.0,125.64,0.31,3.2,39.26,402.06,0.04,22.34,4.0,10.0,17.0,16.0,1.0,False
8694,13.0,3.0,1.0,1.0,29.0,123.19,0.08,11.92,10.34,1468.01,0.04,81.56,13.0,6.0,18.0,11.0,5.0,False
8695,12.0,1.0,1.0,1.0,42.0,164.09,0.19,5.33,30.77,875.14,0.05,48.62,6.0,9.0,26.0,16.0,1.0,False
8696,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8697,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
8698,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
8699,96.0,35.0,31.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,False
8700,10.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
8701,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
8702,34.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,False
8703,32.0,7.0,5.0,1.0,74.0,373.29,0.04,27.13,13.76,10125.36,0.12,562.52,21.0,12.0,43.0,31.0,13.0,False
8704,28.0,9.0,7.0,3.0,95.0,423.65,0.04,22.75,18.62,9637.95,0.14,535.44,14.0,8.0,69.0,26.0,17.0,False
8705,44.0,9.0,4.0,7.0,129.0,620.15,0.03,30.0,20.67,18604.46,0.21,1033.57,15.0,13.0,77.0,52.0,17.0,False
8706,24.0,3.0,3.0,2.0,68.0,288.86,0.09,11.64,24.82,3361.27,0.1,186.74,8.0,11.0,36.0,32.0,5.0,False
8707,18.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
8708,42.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False
8709,42.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False
8710,42.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False
8711,24.0,3.0,1.0,3.0,60.0,294.41,0.13,7.67,38.4,2257.17,0.1,125.4,12.0,18.0,37.0,23.0,5.0,False
8712,23.0,2.0,1.0,2.0,56.0,263.22,0.1,9.86,26.7,2594.64,0.09,144.15,12.0,14.0,33.0,23.0,3.0,False
8713,25.0,2.0,1.0,2.0,48.0,203.9,0.08,13.06,15.61,2663.45,0.07,147.97,11.0,8.0,29.0,19.0,3.0,False
8714,9.0,1.0,1.0,1.0,19.0,60.23,0.67,1.5,40.15,90.34,0.02,5.02,3.0,6.0,13.0,6.0,1.0,False
8715,13.0,4.0,1.0,3.0,70.0,316.65,0.06,15.58,20.32,4934.45,0.11,274.14,11.0,12.0,36.0,34.0,7.0,False
8716,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
8717,5.0,1.0,1.0,1.0,12.0,39.86,0.21,4.67,8.54,186.03,0.01,10.33,7.0,3.0,8.0,4.0,1.0,False
8718,24.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False
8719,28.0,3.0,1.0,3.0,54.0,256.76,0.1,9.6,26.75,2464.93,0.09,136.94,12.0,15.0,30.0,24.0,5.0,False
8720,21.0,2.0,1.0,2.0,31.0,121.11,0.21,4.67,25.95,565.2,0.04,31.4,6.0,9.0,17.0,14.0,3.0,False
8721,24.0,3.0,1.0,3.0,79.0,371.33,0.11,9.26,40.08,3440.31,0.12,191.13,9.0,17.0,44.0,35.0,5.0,False
8722,12.0,4.0,1.0,2.0,39.0,168.56,0.14,7.0,24.08,1179.89,0.06,65.55,10.0,10.0,25.0,14.0,5.0,False
8723,31.0,5.0,1.0,2.0,61.0,296.34,0.07,13.46,22.02,3988.2,0.1,221.57,17.0,12.0,42.0,19.0,6.0,False
8724,11.0,2.0,1.0,1.0,16.0,53.15,0.17,5.83,9.11,310.05,0.02,17.22,7.0,3.0,11.0,5.0,3.0,False
8725,4.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,5.0,3.0,5.0,3.0,1.0,False
8726,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8727,131.0,16.0,4.0,3.0,410.0,2606.6,0.03,39.1,66.66,101926.9,0.87,5662.61,24.0,58.0,225.0,189.0,31.0,False
8728,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
8729,26.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False
8730,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
8731,4.0,1.0,1.0,1.0,12.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,7.0,4.0,8.0,4.0,1.0,False
8732,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8733,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8734,33.0,3.0,1.0,3.0,109.0,563.52,0.09,11.22,50.22,6322.71,0.19,351.26,11.0,25.0,58.0,51.0,5.0,False
8735,23.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False
8736,37.0,3.0,1.0,3.0,118.0,619.26,0.09,11.41,54.29,7064.1,0.21,392.45,11.0,27.0,62.0,56.0,5.0,False
8737,41.0,9.0,1.0,5.0,277.0,1409.23,0.02,57.14,24.66,80527.27,0.47,4473.74,20.0,14.0,197.0,80.0,13.0,False
8738,4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,5.0,3.0,6.0,3.0,1.0,False
8739,12.0,2.0,1.0,2.0,19.0,70.31,0.24,4.08,17.22,287.09,0.02,15.95,7.0,6.0,12.0,7.0,3.0,False
8740,9.0,1.0,1.0,1.0,23.0,92.0,0.26,3.89,23.66,357.78,0.03,19.88,7.0,9.0,13.0,10.0,1.0,False
8741,5.0,1.0,1.0,1.0,10.0,31.7,0.33,3.0,10.57,95.1,0.01,5.28,6.0,3.0,7.0,3.0,1.0,False
8742,80.0,18.0,15.0,13.0,195.0,1127.37,0.04,26.0,43.36,29311.49,0.38,1628.42,22.0,33.0,117.0,78.0,33.0,False
8743,63.0,11.0,1.0,11.0,174.0,877.72,0.02,42.6,20.6,37391.07,0.29,2077.28,18.0,15.0,103.0,71.0,12.0,False
8744,5.0,1.0,1.0,1.0,10.0,31.7,0.33,3.0,10.57,95.1,0.01,5.28,6.0,3.0,7.0,3.0,1.0,False
8745,5.0,1.0,1.0,1.0,10.0,31.7,0.33,3.0,10.57,95.1,0.01,5.28,6.0,3.0,7.0,3.0,1.0,False
8746,22.0,4.0,1.0,2.0,77.0,381.47,0.07,14.0,27.25,5340.62,0.13,296.7,14.0,17.0,43.0,34.0,7.0,False
8747,18.0,3.0,3.0,1.0,42.0,189.99,0.08,12.44,15.27,2364.32,0.06,131.35,14.0,9.0,26.0,16.0,5.0,False
8748,28.0,4.0,4.0,3.0,73.0,361.66,0.09,11.19,32.31,4048.54,0.12,224.92,13.0,18.0,42.0,31.0,7.0,False
8749,18.0,2.0,1.0,2.0,43.0,188.87,0.09,11.38,16.6,2148.39,0.06,119.36,13.0,8.0,29.0,14.0,3.0,False
8750,42.0,15.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,False
8751,149.0,10.0,1.0,8.0,580.0,3578.56,0.05,20.21,177.03,72337.96,1.19,4018.78,9.0,63.0,297.0,283.0,19.0,False
8752,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
8753,23.0,3.0,1.0,3.0,47.0,199.65,0.09,10.56,18.91,2107.44,0.07,117.08,10.0,9.0,28.0,19.0,5.0,False
8754,77.0,7.0,4.0,6.0,237.0,1344.36,0.06,17.11,78.59,22995.71,0.45,1277.54,13.0,38.0,137.0,100.0,13.0,False
8755,127.0,17.0,5.0,8.0,299.0,1879.34,0.03,35.63,52.75,66951.32,0.63,3719.52,30.0,48.0,185.0,114.0,32.0,False
8756,13.0,3.0,1.0,3.0,25.0,97.67,0.18,5.71,17.09,558.13,0.03,31.01,8.0,7.0,15.0,10.0,5.0,False
8757,10.0,3.0,3.0,2.0,20.0,80.0,0.17,5.83,13.71,466.67,0.03,25.93,10.0,6.0,13.0,7.0,5.0,False
8758,15.0,4.0,4.0,3.0,29.0,127.38,0.11,9.0,14.15,1146.39,0.04,63.69,14.0,7.0,20.0,9.0,7.0,False
8759,15.0,4.0,4.0,3.0,29.0,127.38,0.11,9.0,14.15,1146.39,0.04,63.69,14.0,7.0,20.0,9.0,7.0,False
8760,15.0,3.0,1.0,3.0,31.0,121.11,0.13,7.43,16.3,899.7,0.04,49.98,8.0,7.0,18.0,13.0,5.0,False
8761,13.0,1.0,1.0,1.0,46.0,175.14,0.07,15.3,11.45,2679.62,0.06,148.87,9.0,5.0,29.0,17.0,1.0,False
8762,6.0,1.0,1.0,1.0,12.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,7.0,4.0,8.0,4.0,1.0,False
8763,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8764,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8765,8.0,1.0,1.0,1.0,14.0,44.38,0.27,3.75,11.83,166.42,0.01,9.25,5.0,4.0,8.0,6.0,1.0,False
8766,43.0,4.0,3.0,3.0,150.0,792.81,0.05,21.57,36.76,17097.13,0.26,949.84,16.0,23.0,88.0,62.0,7.0,False
8767,11.0,1.0,1.0,1.0,30.0,114.22,0.15,6.5,17.57,742.43,0.04,41.25,7.0,7.0,17.0,13.0,1.0,False
8768,68.0,9.0,9.0,8.0,208.0,1185.69,0.03,31.5,37.64,37349.28,0.4,2074.96,21.0,31.0,115.0,93.0,17.0,False
8769,31.0,6.0,1.0,5.0,93.0,473.13,0.06,16.97,27.87,8030.83,0.16,446.16,15.0,19.0,50.0,43.0,11.0,False
8770,22.0,3.0,1.0,3.0,47.0,212.61,0.11,9.27,22.93,1971.45,0.07,109.53,12.0,11.0,30.0,17.0,5.0,False
8771,24.0,7.0,3.0,2.0,63.0,292.56,0.09,10.62,27.56,3105.67,0.1,172.54,12.0,13.0,40.0,23.0,13.0,False
8772,20.0,4.0,4.0,2.0,113.0,584.2,0.04,23.5,24.86,13728.74,0.19,762.71,18.0,18.0,66.0,47.0,7.0,False
8773,13.0,3.0,1.0,1.0,34.0,138.97,0.12,8.44,16.47,1172.59,0.05,65.14,9.0,8.0,19.0,15.0,5.0,False
8774,13.0,3.0,1.0,1.0,34.0,138.97,0.12,8.44,16.47,1172.59,0.05,65.14,9.0,8.0,19.0,15.0,5.0,False
8775,6.0,1.0,1.0,1.0,14.0,50.19,0.4,2.5,20.08,125.47,0.02,6.97,5.0,7.0,7.0,7.0,1.0,False
8776,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8777,34.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,False
8778,74.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,False
8779,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
8780,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8781,6.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,5.0,4.0,6.0,4.0,1.0,False
8782,11.0,1.0,1.0,1.0,58.0,258.64,0.17,5.83,44.34,1508.77,0.09,83.82,7.0,15.0,33.0,25.0,1.0,False
8783,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
8784,6.0,1.0,1.0,1.0,12.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,6.0,5.0,7.0,5.0,1.0,False
8785,12.0,1.0,1.0,1.0,68.0,311.78,0.18,5.5,56.69,1714.78,0.1,95.27,6.0,18.0,35.0,33.0,1.0,False
8786,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8787,23.0,5.0,5.0,4.0,47.0,209.59,0.1,10.2,20.55,2137.85,0.07,118.77,12.0,10.0,30.0,17.0,9.0,False
8788,16.0,5.0,4.0,5.0,71.0,351.75,0.09,10.83,32.47,3810.6,0.12,211.7,13.0,18.0,41.0,30.0,9.0,False
8789,21.0,2.0,1.0,2.0,40.0,175.69,0.21,4.75,36.99,834.54,0.06,46.36,7.0,14.0,21.0,19.0,3.0,False
8790,13.0,1.0,1.0,1.0,24.0,93.77,0.33,3.0,31.26,281.3,0.03,15.63,5.0,10.0,12.0,12.0,1.0,False
8791,5.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3.0,4.0,5.0,4.0,1.0,False
8792,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8793,4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,4.0,2.0,4.0,2.0,1.0,False
8794,50.0,3.0,1.0,3.0,148.0,746.57,0.13,8.0,93.32,5972.56,0.25,331.81,6.0,27.0,76.0,72.0,5.0,False
8795,7.0,2.0,1.0,1.0,13.0,39.0,0.2,5.0,7.8,195.0,0.01,10.83,5.0,3.0,7.0,6.0,3.0,False
8796,5.0,1.0,1.0,1.0,12.0,41.51,0.25,4.0,10.38,166.05,0.01,9.23,8.0,3.0,9.0,3.0,1.0,False
8797,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
8798,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8799,18.0,4.0,1.0,4.0,51.0,233.83,0.12,8.21,28.47,1920.77,0.08,106.71,10.0,14.0,28.0,23.0,7.0,False
8800,5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
8801,9.0,1.0,1.0,1.0,27.0,108.0,0.28,3.6,30.0,388.8,0.04,21.6,6.0,10.0,15.0,12.0,1.0,False
8802,10.0,3.0,3.0,2.0,24.0,101.95,0.13,7.71,13.22,786.47,0.03,43.69,12.0,7.0,15.0,9.0,5.0,False
8803,18.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
8804,18.0,2.0,1.0,2.0,28.0,118.94,0.13,7.56,15.73,899.5,0.04,49.97,11.0,8.0,17.0,11.0,3.0,False
8805,16.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False
8806,16.0,4.0,3.0,1.0,36.0,167.18,0.1,10.18,16.42,1702.18,0.06,94.57,14.0,11.0,20.0,16.0,7.0,False
8807,4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,5.0,3.0,6.0,3.0,1.0,False
8808,17.0,2.0,1.0,2.0,44.0,206.82,0.13,7.7,26.86,1592.51,0.07,88.47,11.0,15.0,23.0,21.0,3.0,False
8809,10.0,4.0,3.0,2.0,19.0,76.0,0.22,4.5,16.89,342.0,0.03,19.0,9.0,7.0,12.0,7.0,7.0,False
8810,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
8811,13.0,3.0,3.0,2.0,33.0,149.28,0.12,8.45,17.67,1261.4,0.05,70.08,13.0,10.0,20.0,13.0,5.0,False
8812,10.0,3.0,3.0,1.0,21.0,85.84,0.16,6.42,13.38,550.79,0.03,30.6,11.0,6.0,14.0,7.0,5.0,False
8813,34.0,8.0,1.0,5.0,119.0,653.53,0.05,21.44,30.49,14010.06,0.22,778.34,21.0,24.0,70.0,49.0,15.0,False
8814,34.0,8.0,1.0,5.0,119.0,653.53,0.05,21.44,30.49,14010.06,0.22,778.34,21.0,24.0,70.0,49.0,15.0,False
8815,9.0,4.0,4.0,1.0,28.0,114.45,0.11,9.29,12.33,1062.74,0.04,59.04,10.0,7.0,15.0,13.0,7.0,False
8816,10.0,2.0,1.0,2.0,31.0,133.98,0.21,4.67,28.71,625.24,0.04,34.74,8.0,12.0,17.0,14.0,3.0,False
8817,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
8818,5.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3.0,4.0,5.0,4.0,1.0,False
8819,11.0,2.0,1.0,2.0,25.0,102.19,0.12,8.57,11.92,875.88,0.03,48.66,10.0,7.0,13.0,12.0,3.0,False
8820,145.0,10.0,1.0,8.0,296.0,1687.33,0.03,38.29,44.07,64604.29,0.56,3589.13,19.0,33.0,163.0,133.0,19.0,False
8821,74.0,2.0,1.0,2.0,255.0,1400.42,0.05,19.64,71.32,27499.21,0.47,1527.73,12.0,33.0,147.0,108.0,3.0,False
8822,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
8823,11.0,1.0,1.0,1.0,32.0,130.8,0.24,4.2,31.14,549.36,0.04,30.52,7.0,10.0,20.0,12.0,1.0,False
8824,12.0,1.0,1.0,1.0,37.0,159.91,0.16,6.14,26.06,981.27,0.05,54.52,9.0,11.0,22.0,15.0,1.0,False
8825,9.0,1.0,1.0,1.0,25.0,102.19,0.26,3.85,26.54,393.42,0.03,21.86,7.0,10.0,14.0,11.0,1.0,False
8826,8.0,1.0,1.0,1.0,22.0,83.76,0.36,2.78,30.15,232.67,0.03,12.93,5.0,9.0,12.0,10.0,1.0,False
8827,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
8828,34.0,13.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,False
8829,18.0,4.0,1.0,3.0,32.0,140.55,0.13,7.7,18.25,1082.27,0.05,60.13,11.0,10.0,18.0,14.0,7.0,False
8830,4.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,5.0,3.0,5.0,3.0,1.0,False
8831,4.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,5.0,3.0,5.0,3.0,1.0,False
8832,18.0,4.0,1.0,2.0,33.0,142.62,0.14,7.0,20.37,998.37,0.05,55.46,10.0,10.0,19.0,14.0,7.0,False
8833,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
8834,4.0,1.0,1.0,1.0,7.0,18.09,0.5,2.0,9.05,36.19,0.01,2.0,4.0,2.0,5.0,2.0,1.0,False
8835,6.0,1.0,1.0,1.0,10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,4.0,4.0,6.0,4.0,1.0,False
8836,14.0,3.0,1.0,1.0,53.0,239.75,0.12,8.36,28.69,2003.61,0.08,111.31,9.0,14.0,27.0,26.0,5.0,False
8837,9.0,2.0,1.0,2.0,11.0,34.87,0.4,2.5,13.95,87.17,0.01,4.84,5.0,4.0,7.0,4.0,3.0,False
8838,19.0,6.0,1.0,6.0,115.0,527.27,0.07,14.0,37.66,7381.79,0.18,410.1,8.0,16.0,59.0,56.0,11.0,False
8839,5.0,1.0,1.0,1.0,12.0,41.51,0.25,4.0,10.38,166.05,0.01,9.23,8.0,3.0,9.0,3.0,1.0,False
8840,15.0,2.0,1.0,2.0,30.0,125.1,0.19,5.2,24.06,650.51,0.04,36.14,8.0,10.0,17.0,13.0,3.0,False
8841,16.0,2.0,1.0,2.0,34.0,146.95,0.2,5.0,29.39,734.73,0.05,40.82,8.0,12.0,19.0,15.0,3.0,False
8842,11.0,2.0,1.0,1.0,18.0,64.53,0.14,7.0,9.22,451.71,0.02,25.09,8.0,4.0,11.0,7.0,3.0,False
8843,14.0,2.0,1.0,2.0,26.0,104.0,0.18,5.5,18.91,572.0,0.03,31.78,8.0,8.0,15.0,11.0,3.0,False
8844,11.0,4.0,4.0,4.0,40.0,169.92,0.08,12.0,14.16,2039.01,0.06,113.28,12.0,7.0,26.0,14.0,7.0,False
8845,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
8846,4.0,1.0,1.0,1.0,6.0,13.93,0.25,4.0,3.48,55.73,0.0,3.1,4.0,1.0,4.0,2.0,1.0,False
