,CYCLOMATIC_DENSITY,DECISION_DENSITY,DESIGN_DENSITY,ESSENTIAL_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,NORMALIZED_CYLOMATIC_COMPLEXITY,PERCENT_COMMENTS,TARGET
672,0.29,2.0,0.5,0.0,21.76,5.25,599.66,0.04,0.19,33.31,114.22,0.5,0.17,14.29,False
673,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
674,0.14,0.0,1.0,0.0,22.25,6.3,883.14,0.05,0.16,49.06,140.18,1.0,0.11,0.0,False
675,0.38,3.5,0.33,1.0,42.25,11.54,5625.43,0.16,0.09,312.52,487.54,1.0,0.15,50.0,True
676,0.18,2.0,0.4,0.0,41.8,17.61,12957.24,0.25,0.06,719.85,735.91,0.2,0.09,26.32,False
677,0.27,2.0,0.42,0.0,47.52,28.6,38870.09,0.45,0.03,2159.45,1359.09,0.08,0.23,8.51,False
678,0.09,0.0,1.0,0.0,38.11,10.85,4489.2,0.14,0.09,249.4,413.64,1.0,0.03,62.07,False
679,0.23,2.0,1.0,0.0,9.76,27.0,7115.55,0.09,0.04,395.31,263.54,0.33,0.21,7.69,False
680,0.67,2.0,0.5,0.0,5.0,6.0,180.0,0.01,0.17,10.0,30.0,0.5,0.5,0.0,False
681,0.21,2.0,0.17,0.0,42.97,21.15,19213.78,0.3,0.05,1067.43,908.66,0.17,0.1,32.56,False
682,0.33,0.0,1.0,0.0,5.33,1.5,12.0,0.0,0.67,0.67,8.0,1.0,0.25,0.0,False
683,0.2,2.0,1.0,0.0,33.76,11.7,4621.5,0.13,0.09,256.75,395.0,0.33,0.16,12.5,False
684,0.17,2.0,1.0,0.0,26.88,11.27,3412.26,0.1,0.09,189.57,302.86,0.33,0.15,0.0,False
685,0.5,2.33,0.2,0.5,8.52,19.25,3158.72,0.05,0.05,175.48,164.09,0.6,0.42,0.0,False
686,0.23,2.0,0.57,0.5,51.63,11.64,6990.82,0.2,0.09,388.38,600.77,0.57,0.17,12.5,False
687,0.5,2.33,0.25,0.29,18.37,20.67,7844.38,0.13,0.05,435.8,379.57,0.38,0.42,0.0,False
688,0.06,0.0,1.0,0.0,65.88,6.11,2460.32,0.13,0.16,136.68,402.6,1.0,0.03,27.27,False
689,0.1,2.0,0.5,0.0,47.51,25.6,31133.81,0.41,0.04,1729.66,1216.16,0.5,0.09,0.0,False
690,0.21,2.0,0.67,0.0,16.05,10.67,1827.2,0.06,0.09,101.51,171.3,0.33,0.14,0.0,False
691,0.25,3.0,1.0,1.0,23.16,11.0,2802.69,0.08,0.09,155.7,254.79,1.0,0.23,16.67,False
692,0.08,2.0,0.33,0.0,49.13,19.76,19184.32,0.32,0.05,1065.8,970.87,0.33,0.05,25.0,False
693,0.29,2.0,0.8,0.57,53.89,38.73,80812.65,0.7,0.03,4489.59,2086.81,0.6,0.26,5.77,False
694,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
695,0.38,2.0,1.0,0.0,24.59,11.38,3181.51,0.09,0.09,176.75,279.69,0.33,0.33,0.0,False
696,0.5,2.0,0.4,0.0,13.72,23.38,7494.65,0.11,0.04,416.37,320.63,0.2,0.31,30.77,False
697,0.14,2.0,1.0,0.0,41.65,8.64,3111.43,0.12,0.12,172.86,360.0,0.33,0.13,4.55,False
698,0.27,2.0,1.0,0.0,33.89,4.85,795.9,0.05,0.21,44.22,164.23,0.33,0.2,0.0,False
699,0.04,0.0,1.0,0.0,76.18,11.32,9767.57,0.29,0.09,542.64,862.59,1.0,0.03,0.0,False
700,0.28,0.0,1.0,0.0,48.18,12.95,8080.37,0.21,0.08,448.91,623.97,0.09,0.15,9.52,False
701,0.22,2.0,0.33,0.6,16.21,46.93,35696.56,0.25,0.02,1983.14,760.58,0.67,0.21,18.52,False
702,0.16,2.0,1.0,0.6,37.0,27.73,28450.7,0.34,0.04,1580.59,1026.0,0.67,0.12,5.26,False
703,0.27,2.17,0.38,0.29,31.29,24.39,18610.76,0.25,0.04,1033.93,763.14,0.38,0.15,16.67,False
704,0.33,0.0,1.0,0.0,12.18,3.0,109.62,0.01,0.33,6.09,36.54,1.0,0.25,0.0,False
705,0.14,0.0,1.0,0.0,25.86,4.9,620.89,0.04,0.2,34.49,126.71,1.0,0.1,0.0,False
706,0.5,0.0,1.0,0.0,5.33,1.5,12.0,0.0,0.67,0.67,8.0,1.0,0.2,0.0,False
707,0.18,2.33,0.8,0.5,21.3,21.76,10091.02,0.15,0.05,560.61,463.64,0.6,0.14,0.0,False
708,0.33,0.0,1.0,0.0,5.33,1.5,12.0,0.0,0.67,0.67,8.0,1.0,0.14,25.0,False
709,0.16,2.38,0.53,0.44,182.27,15.56,44121.9,0.95,0.06,2451.22,2835.87,0.47,0.1,35.22,False
710,0.39,2.05,0.65,0.42,71.79,42.0,126638.31,1.01,0.02,7035.46,3015.2,0.44,0.34,1.12,False
711,0.26,2.25,0.33,0.8,18.18,25.38,11715.15,0.15,0.04,650.84,461.51,0.83,0.24,0.0,False
712,0.04,2.0,0.5,0.0,135.48,9.97,13474.88,0.45,0.1,748.6,1351.14,0.5,0.03,24.07,False
713,0.57,2.0,0.5,1.0,7.8,19.6,2997.34,0.05,0.05,166.52,152.93,1.0,0.4,0.0,False
714,0.14,0.0,1.0,0.0,17.72,3.0,159.45,0.02,0.33,8.86,53.15,1.0,0.13,0.0,False
715,0.06,2.0,0.5,0.0,114.44,11.44,14989.46,0.44,0.09,832.75,1309.76,0.5,0.04,10.53,False
716,0.33,2.0,0.75,0.67,18.68,12.83,3076.44,0.08,0.08,170.91,239.72,0.75,0.29,0.0,False
717,0.25,2.0,0.5,0.0,16.35,11.5,2162.0,0.06,0.09,120.11,188.0,0.5,0.2,0.0,False
718,0.2,0.0,1.0,0.0,16.98,2.8,133.14,0.02,0.36,7.4,47.55,1.0,0.11,0.0,False
719,0.2,0.0,1.0,0.0,10.27,6.3,407.77,0.02,0.16,22.65,64.73,1.0,0.13,0.0,False
720,0.33,2.0,0.5,0.0,6.5,6.0,234.0,0.01,0.17,13.0,39.0,0.5,0.29,0.0,False
721,0.43,2.15,0.27,0.0,63.05,32.2,65351.13,0.68,0.03,3630.62,2029.85,0.07,0.19,35.56,False
722,0.19,2.25,0.5,0.31,62.32,19.01,22519.97,0.39,0.05,1251.11,1184.63,0.36,0.13,26.14,False
723,0.17,2.5,0.53,0.43,48.32,49.43,118064.59,0.8,0.02,6559.14,2388.43,0.47,0.1,14.13,False
724,0.25,2.5,0.5,0.0,20.83,12.0,2999.79,0.08,0.08,166.65,249.98,0.25,0.17,12.5,False
725,0.38,2.0,0.95,0.0,95.28,25.67,62771.57,0.82,0.04,3487.31,2445.65,0.05,0.37,0.0,False
726,0.33,2.0,0.8,0.0,30.6,10.95,3667.37,0.11,0.09,203.74,335.0,0.2,0.17,38.89,True
727,0.07,2.0,0.33,0.0,99.6,16.93,28538.58,0.56,0.06,1585.48,1685.95,0.33,0.05,14.81,False
728,0.12,2.0,1.0,0.0,44.39,13.19,7722.51,0.2,0.08,429.03,585.5,0.25,0.08,28.89,False
729,0.25,0.0,1.0,0.0,13.2,2.5,82.5,0.01,0.4,4.58,33.0,1.0,0.14,0.0,False
730,0.27,2.73,0.25,0.89,44.71,96.49,416248.39,1.44,0.01,23124.91,4314.0,0.9,0.15,36.63,False
731,0.3,2.0,0.33,0.0,10.25,21.0,4519.69,0.07,0.05,251.09,215.22,0.33,0.23,0.0,False
732,0.2,2.0,0.5,0.0,24.53,5.91,856.5,0.05,0.17,47.58,144.95,0.5,0.1,28.57,False
733,0.17,2.0,0.5,0.0,22.73,11.5,3005.44,0.09,0.09,166.97,261.33,0.5,0.14,0.0,False
734,0.87,2.0,0.08,0.0,102.19,7.18,5262.9,0.24,0.14,292.38,733.36,0.08,0.72,86.67,True
735,0.63,2.0,1.0,0.0,13.02,19.25,4824.58,0.08,0.05,268.03,250.63,0.2,0.5,11.11,False
736,0.1,0.0,1.0,0.0,23.02,3.86,342.55,0.03,0.26,19.03,88.81,1.0,0.05,20.0,False
737,0.14,0.0,1.0,0.0,32.52,6.86,1528.95,0.07,0.15,84.94,222.97,1.0,0.08,0.0,False
738,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
739,0.31,2.0,0.46,0.0,62.85,77.19,374495.12,1.62,0.01,20805.28,4851.52,0.03,0.28,18.03,False
740,0.25,0.0,1.0,0.0,29.63,5.4,864.0,0.05,0.19,48.0,160.0,1.0,0.14,0.0,False
741,0.31,2.5,0.5,0.0,19.24,17.68,6011.75,0.11,0.06,333.99,340.06,0.25,0.17,31.25,False
742,0.25,0.0,1.0,0.0,12.5,10.0,1250.2,0.04,0.1,69.46,125.02,1.0,0.2,0.0,False
743,0.2,2.33,0.33,0.28,160.17,29.21,136707.89,1.56,0.03,7594.88,4679.4,0.3,0.17,2.37,True
744,0.56,2.0,0.6,0.0,19.89,13.0,3360.81,0.09,0.08,186.71,258.51,0.2,0.31,11.11,False
745,0.12,2.2,0.86,0.83,79.19,19.4,29800.23,0.51,0.05,1655.57,1536.23,0.86,0.06,43.53,True
746,0.11,0.0,1.0,0.0,13.68,9.63,1267.48,0.04,0.1,70.42,131.69,1.0,0.09,0.0,False
747,0.17,2.0,0.17,0.0,32.18,45.0,65170.26,0.48,0.02,3620.57,1448.23,0.17,0.14,2.86,False
748,0.4,2.0,1.0,1.0,26.93,4.8,620.48,0.04,0.21,34.47,129.27,1.0,0.36,20.0,False
749,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
750,0.17,2.0,0.5,0.0,15.43,10.0,1542.87,0.05,0.1,85.72,154.29,0.5,0.15,0.0,False
751,0.24,2.5,0.25,0.0,34.78,14.04,6856.63,0.16,0.07,380.92,488.36,0.25,0.15,20.0,False
752,0.13,0.0,1.0,0.0,24.22,5.0,605.57,0.04,0.2,33.64,121.11,1.0,0.05,42.86,False
753,0.22,2.0,0.43,0.0,34.49,37.44,48341.41,0.43,0.03,2685.63,1291.17,0.14,0.13,30.0,False
754,0.4,2.0,0.5,0.0,20.07,5.91,700.77,0.04,0.17,38.93,118.59,0.5,0.33,0.0,False
755,0.33,2.0,0.33,1.0,14.31,8.57,1051.06,0.04,0.12,58.39,122.62,1.0,0.2,30.0,False
756,0.5,3.0,0.2,1.0,8.7,21.0,3835.88,0.06,0.05,213.1,182.66,1.0,0.42,0.0,False
757,0.25,2.0,0.17,0.0,13.76,36.0,17838.51,0.17,0.03,991.03,495.51,0.17,0.23,12.5,False
758,0.11,2.0,1.0,0.0,64.0,8.03,4132.74,0.17,0.12,229.6,514.29,0.5,0.03,5.26,False
759,0.2,2.0,0.5,0.0,8.79,12.0,1265.83,0.04,0.08,70.32,105.49,0.5,0.14,0.0,False
760,0.06,3.0,0.67,1.0,173.7,9.4,15334.09,0.54,0.11,851.89,1632.01,1.0,0.02,35.44,True
761,0.14,0.0,1.0,0.0,33.21,4.0,531.34,0.04,0.25,29.52,132.83,1.0,0.09,0.0,False
762,0.27,2.23,0.41,0.5,95.6,21.1,42542.23,0.67,0.05,2363.46,2016.64,0.53,0.23,17.39,True
763,0.1,0.0,1.0,0.0,18.68,9.38,1641.91,0.06,0.11,91.22,175.14,1.0,0.08,0.0,False
764,0.29,2.0,0.4,0.0,12.24,29.56,10695.71,0.12,0.03,594.21,361.88,0.2,0.25,22.22,False
765,0.23,3.0,0.67,1.0,22.96,13.5,4185.0,0.1,0.07,232.5,310.0,1.0,0.1,45.0,False
766,0.03,0.0,1.0,0.0,14.2,155.83,344832.24,0.74,0.01,19157.35,2212.83,1.0,0.03,0.0,False
767,0.21,2.0,0.67,0.0,30.78,10.5,3393.02,0.11,0.1,188.5,323.14,0.33,0.09,43.48,False
768,0.33,2.0,1.0,0.0,14.51,4.2,255.97,0.02,0.24,14.22,60.94,0.5,0.29,0.0,False
769,0.07,2.0,1.0,0.0,46.77,30.69,44054.95,0.48,0.03,2447.5,1435.37,0.33,0.04,8.89,True
770,0.22,2.0,0.2,1.0,22.35,17.0,6460.0,0.13,0.06,358.89,380.0,1.0,0.17,0.0,False
771,0.26,2.0,0.17,1.0,23.89,25.29,15285.15,0.2,0.04,849.17,604.3,1.0,0.24,0.0,False
772,0.3,2.0,0.69,0.17,47.44,23.4,25974.0,0.37,0.04,1443.0,1110.0,0.23,0.29,0.0,False
773,0.08,0.0,1.0,0.0,67.62,19.89,26764.46,0.45,0.05,1486.91,1345.3,1.0,0.05,18.75,False
774,0.36,2.0,0.13,1.0,15.12,25.5,9828.72,0.13,0.04,546.04,385.44,1.0,0.32,0.0,False
775,0.13,0.0,1.0,0.0,35.94,2.5,224.65,0.03,0.4,12.48,89.86,1.0,0.03,66.67,False
776,0.14,2.0,0.5,0.0,34.95,18.36,11781.35,0.21,0.05,654.52,641.69,0.5,0.09,23.53,False
777,0.18,2.0,0.83,0.0,65.18,9.85,6318.58,0.21,0.1,351.03,641.73,0.17,0.08,50.98,False
778,0.5,2.0,0.67,0.0,12.29,11.25,1555.89,0.05,0.09,86.44,138.3,0.33,0.19,44.44,False
779,0.51,2.0,0.02,0.05,675.88,137.36,12751451.28,30.95,0.01,708413.98,92835.55,0.05,0.47,0.67,False
780,0.2,2.0,1.0,0.0,24.6,7.5,1383.58,0.06,0.13,76.87,184.48,0.5,0.11,20.0,False
781,0.47,2.6,0.11,1.0,19.04,26.67,13541.31,0.17,0.04,752.29,507.8,1.0,0.43,0.0,False
782,0.27,2.0,0.67,0.0,21.05,7.09,1058.51,0.05,0.14,58.81,149.28,0.33,0.21,0.0,False
783,0.33,2.0,0.86,0.0,40.75,21.69,19168.66,0.29,0.05,1064.93,883.77,0.14,0.3,0.0,False
784,0.25,0.0,1.0,0.0,9.56,6.0,344.16,0.02,0.17,19.12,57.36,1.0,0.2,0.0,False
785,0.08,0.0,1.0,0.0,59.49,5.33,1692.19,0.11,0.19,94.01,317.29,1.0,0.03,47.62,False
786,0.22,2.0,1.0,0.0,19.24,10.63,2172.39,0.07,0.09,120.69,204.46,0.5,0.18,0.0,False
787,0.2,2.0,1.0,0.0,25.18,20.0,10073.18,0.17,0.05,559.62,503.66,0.2,0.08,50.0,False
788,1.0,2.0,0.5,0.0,9.51,4.0,152.16,0.01,0.25,8.45,38.04,0.5,2.0,0.0,False
789,0.18,2.0,1.0,0.5,41.51,11.69,5674.38,0.16,0.09,315.24,485.31,0.6,0.14,21.88,False
790,0.13,2.0,1.0,0.0,23.73,21.92,11404.6,0.17,0.05,633.59,520.21,0.5,0.09,12.5,False
791,0.2,2.0,1.0,0.0,46.83,14.48,9823.41,0.23,0.07,545.75,678.28,0.25,0.09,40.74,False
792,0.31,2.33,0.6,1.0,19.64,19.69,7612.12,0.13,0.05,422.9,386.65,1.0,0.29,6.25,False
793,0.07,2.0,0.33,0.0,99.6,16.93,28538.58,0.56,0.06,1585.48,1685.95,0.33,0.05,14.81,False
794,0.18,2.0,0.5,0.0,16.61,3.0,149.49,0.02,0.33,8.3,49.83,0.5,0.17,0.0,False
795,0.17,0.0,1.0,0.0,10.91,6.6,475.2,0.02,0.15,26.4,72.0,1.0,0.13,0.0,False
796,0.43,2.0,0.33,0.0,13.18,14.0,2582.68,0.06,0.07,143.48,184.48,0.33,0.25,0.0,False
797,0.37,2.0,0.27,0.5,26.33,28.41,21254.38,0.25,0.04,1180.8,748.08,0.55,0.3,17.65,False
798,0.1,2.0,1.0,0.0,56.46,14.34,11613.3,0.27,0.07,645.18,809.77,0.2,0.07,0.0,True
799,0.15,2.0,0.33,0.0,45.06,12.52,7065.03,0.19,0.08,392.5,564.22,0.33,0.12,18.18,True
800,0.15,2.0,0.1,0.0,239.03,36.2,313287.38,2.88,0.03,17404.85,8653.7,0.03,0.12,13.08,False
801,0.11,0.0,1.0,0.0,19.05,6.56,820.45,0.04,0.15,45.58,125.02,1.0,0.09,0.0,False
802,0.15,2.0,0.33,0.0,27.46,13.36,4903.83,0.12,0.07,272.44,366.95,0.33,0.11,15.0,False
803,0.71,2.0,0.2,0.0,39.02,5.33,1109.78,0.07,0.19,61.65,208.08,0.2,0.5,71.43,False
804,0.14,2.0,1.0,0.0,18.15,15.0,4084.22,0.09,0.07,226.9,272.28,0.5,0.12,0.0,False
805,0.17,2.0,1.0,0.0,35.13,12.41,5410.23,0.15,0.08,300.57,435.99,0.33,0.16,0.0,False
806,0.2,0.0,1.0,0.0,4.0,0.5,1.0,0.0,2.0,0.06,2.0,1.0,0.02,0.0,False
807,0.37,2.0,0.1,0.0,70.18,13.46,12721.96,0.31,0.07,706.78,944.93,0.05,0.33,5.26,False
808,0.24,2.33,0.2,0.75,18.5,21.54,8579.94,0.13,0.05,476.66,398.35,0.8,0.15,4.55,False
809,0.15,2.0,1.0,0.0,22.46,15.0,5053.28,0.11,0.07,280.74,336.89,0.5,0.11,7.14,False
810,0.27,2.2,0.57,0.5,24.26,23.75,13682.58,0.19,0.04,760.14,576.11,0.57,0.23,0.0,False
811,0.48,2.5,0.5,0.67,31.94,20.33,13197.22,0.22,0.05,733.18,649.28,0.7,0.43,4.76,False
812,0.29,2.0,0.5,0.0,17.97,3.5,220.18,0.02,0.29,12.23,62.91,0.5,0.11,41.67,False
813,0.2,0.0,1.0,0.0,18.4,5.0,460.0,0.03,0.2,25.56,92.0,1.0,0.17,0.0,False
814,0.21,2.0,1.0,0.29,86.32,29.13,73246.56,0.84,0.03,4069.25,2514.5,0.32,0.17,5.65,True
815,0.2,0.0,1.0,0.0,19.37,2.5,121.08,0.02,0.4,6.73,48.43,1.0,0.05,66.67,False
816,0.33,0.0,1.0,0.0,12.68,2.5,79.25,0.01,0.4,4.4,31.7,1.0,0.14,0.0,False
817,0.33,2.0,1.0,0.0,20.84,3.94,323.05,0.03,0.25,17.95,82.04,0.5,0.1,58.33,False
818,0.3,2.0,0.33,0.0,13.14,8.17,876.39,0.04,0.12,48.69,107.31,0.33,0.23,0.0,False
819,0.4,2.25,0.17,0.6,21.92,17.73,6891.86,0.13,0.06,382.88,388.64,0.67,0.18,47.83,False
820,0.11,2.0,0.5,0.0,30.71,12.86,5076.47,0.13,0.08,282.03,394.84,0.5,0.1,0.0,False
821,0.22,2.0,0.5,0.67,18.31,14.77,3996.21,0.09,0.07,222.01,270.51,0.75,0.2,5.56,False
822,0.33,2.2,0.17,0.0,23.33,29.45,20235.16,0.23,0.03,1124.18,687.1,0.17,0.14,32.0,False
823,0.28,2.0,0.69,0.58,57.88,31.53,57542.56,0.61,0.03,3196.81,1825.04,0.62,0.19,2.08,False
824,0.17,0.0,1.0,0.0,24.42,5.0,610.57,0.04,0.2,33.92,122.11,1.0,0.13,16.67,False
825,0.36,2.0,1.0,0.0,28.49,13.18,4947.97,0.13,0.08,274.89,375.46,0.25,0.31,0.0,False
826,0.17,2.25,0.83,0.6,63.05,28.78,52205.44,0.6,0.03,2900.3,1814.23,0.67,0.12,16.67,False
827,0.38,2.0,0.67,0.0,12.1,13.93,2347.73,0.06,0.07,130.43,168.56,0.33,0.27,0.0,False
828,0.07,2.0,0.33,0.0,99.6,16.93,28538.58,0.56,0.06,1585.48,1685.95,0.33,0.05,14.81,False
829,0.14,2.0,1.0,0.0,46.83,12.27,7046.59,0.19,0.08,391.48,574.45,0.2,0.11,7.89,False
830,0.12,2.0,0.41,0.0,287.86,42.27,514310.25,4.05,0.02,28572.79,12167.54,0.02,0.1,7.43,False
831,0.26,2.5,0.3,0.22,31.44,19.3,11716.29,0.2,0.05,650.91,606.95,0.3,0.14,29.41,False
832,0.07,0.0,1.0,0.0,61.82,6.52,2630.04,0.13,0.15,146.11,403.21,1.0,0.03,39.13,False
833,0.35,2.14,0.22,0.0,33.47,24.62,20287.52,0.27,0.04,1127.08,824.0,0.11,0.15,44.74,True
834,0.14,2.5,1.0,1.0,45.13,11.11,5572.06,0.17,0.09,309.56,501.49,1.0,0.08,12.5,False
835,0.07,0.0,1.0,0.0,60.52,4.17,1050.72,0.08,0.24,58.37,252.17,1.0,0.03,56.67,False
836,0.2,0.0,1.0,0.0,21.33,2.86,174.13,0.02,0.35,9.67,60.94,1.0,0.17,0.0,False
837,0.17,2.0,0.5,0.0,18.46,16.91,5277.76,0.1,0.06,293.21,312.13,0.5,0.04,70.0,False
838,0.2,2.2,0.86,0.33,42.89,21.47,19769.73,0.31,0.05,1098.32,920.78,0.43,0.08,45.0,False
839,0.21,3.0,0.67,1.0,22.59,10.0,2259.46,0.08,0.1,125.53,225.95,1.0,0.19,0.0,False
840,0.14,2.0,0.67,0.0,50.44,8.5,3644.57,0.14,0.12,202.48,428.77,0.33,0.06,41.18,True
841,0.14,0.0,1.0,0.0,22.99,4.44,454.16,0.03,0.23,25.23,102.19,1.0,0.06,30.0,False
842,0.2,2.0,1.0,0.0,49.71,9.92,4895.11,0.16,0.1,271.95,493.31,0.33,0.05,65.0,False
843,0.17,0.0,1.0,0.0,21.19,3.21,218.94,0.02,0.31,12.16,68.11,1.0,0.14,0.0,False
844,0.2,2.0,0.75,0.0,25.26,12.89,4196.59,0.11,0.08,233.14,325.6,0.25,0.13,21.74,True
845,0.26,3.0,0.6,1.0,36.97,15.36,8722.95,0.19,0.07,484.61,567.9,1.0,0.14,28.0,False
846,0.13,0.0,1.0,0.0,15.88,7.0,777.94,0.04,0.14,43.22,111.13,1.0,0.11,0.0,False
847,0.13,2.5,1.0,0.67,45.05,16.2,11826.86,0.24,0.06,657.05,729.91,0.75,0.05,57.41,False
848,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
849,0.25,3.0,0.33,0.0,17.39,26.25,11982.32,0.15,0.04,665.68,456.47,0.33,0.14,8.33,True
850,0.25,0.0,1.0,0.0,16.84,1.5,37.9,0.01,0.67,2.11,25.27,1.0,0.2,0.0,False
851,0.43,2.0,0.33,0.0,13.09,18.45,4456.41,0.08,0.05,247.58,241.48,0.33,0.25,0.0,False
852,0.19,2.0,0.43,0.0,66.19,24.42,39480.4,0.54,0.04,2193.36,1616.52,0.14,0.08,47.62,True
853,0.21,3.0,0.67,1.0,23.84,7.5,1341.1,0.06,0.13,74.51,178.81,1.0,0.17,7.14,False
854,0.2,2.0,1.0,0.0,29.95,3.0,269.58,0.03,0.33,14.98,89.86,0.5,0.18,0.0,False
855,0.75,2.0,1.0,1.0,12.61,6.75,574.49,0.03,0.15,31.92,85.11,1.0,0.6,0.0,False
856,0.2,0.0,1.0,0.0,18.6,2.5,116.27,0.02,0.4,6.46,46.51,1.0,0.17,0.0,False
857,0.33,0.0,1.0,0.0,20.84,3.94,323.05,0.03,0.25,17.95,82.04,1.0,0.17,0.0,False
858,0.11,2.0,0.67,0.0,43.37,15.45,10350.44,0.22,0.06,575.02,670.01,0.33,0.06,30.77,False
859,0.5,2.5,0.25,1.0,8.89,17.5,2722.81,0.05,0.06,151.27,155.59,1.0,0.4,0.0,False
860,0.17,0.0,1.0,0.0,20.97,3.0,188.72,0.02,0.33,10.48,62.91,1.0,0.17,60.0,False
861,0.27,3.0,0.67,1.0,26.93,8.65,2013.44,0.08,0.12,111.86,232.85,1.0,0.1,50.0,False
862,0.23,2.0,1.0,1.0,29.8,5.77,991.7,0.06,0.17,55.09,171.9,1.0,0.2,0.0,False
863,0.13,0.0,1.0,0.0,15.5,3.0,139.52,0.02,0.33,7.75,46.51,1.0,0.1,0.0,False
864,0.33,2.0,0.5,0.0,14.36,5.71,468.83,0.03,0.18,26.05,82.04,0.5,0.25,0.0,False
865,0.44,2.22,0.5,0.27,50.37,18.03,16367.05,0.3,0.06,909.28,907.99,0.33,0.17,50.0,True
866,0.17,2.0,0.5,0.0,25.04,7.33,1346.57,0.06,0.14,74.81,183.62,0.5,0.11,21.43,False
867,0.25,2.67,0.67,1.0,31.58,13.18,5483.42,0.14,0.08,304.63,416.15,1.0,0.22,4.17,False
868,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
869,0.15,2.0,0.83,0.0,33.65,18.75,11829.4,0.21,0.05,657.19,630.9,0.17,0.11,17.78,False
870,0.27,3.0,0.67,0.0,32.98,6.18,1260.48,0.07,0.16,70.03,203.9,0.33,0.2,9.09,False
871,0.2,2.0,1.0,0.0,19.08,9.9,1869.81,0.06,0.1,103.88,188.87,0.33,0.14,12.5,False
872,0.44,2.17,0.63,0.29,25.26,27.6,19238.64,0.23,0.04,1068.81,697.17,0.38,0.36,0.0,False
873,0.25,0.0,1.0,0.0,9.51,3.0,85.59,0.01,0.33,4.75,28.53,1.0,0.2,0.0,False
874,0.3,2.0,1.0,0.0,14.62,9.17,1228.15,0.04,0.11,68.23,133.98,0.33,0.25,0.0,False
875,0.04,0.0,1.0,0.0,68.65,10.4,7420.21,0.24,0.1,412.23,713.72,1.0,0.03,30.56,False
876,0.26,0.0,1.0,0.0,23.68,10.96,2845.58,0.09,0.09,158.09,259.6,0.2,0.25,0.0,False
877,0.22,2.0,1.0,0.29,33.95,14.15,6799.13,0.16,0.07,377.73,480.43,0.38,0.19,15.79,False
878,0.26,2.76,0.39,0.84,115.86,37.39,161985.9,1.44,0.03,8999.22,4332.13,0.84,0.15,31.75,True
879,0.2,2.0,1.0,0.0,19.66,7.15,1004.96,0.05,0.14,55.83,140.55,0.5,0.1,40.0,False
880,0.07,0.0,1.0,0.0,34.66,18.4,11735.93,0.21,0.05,652.0,637.82,1.0,0.06,0.0,False
881,0.16,2.0,1.0,0.0,47.28,11.03,5756.98,0.17,0.09,319.83,521.73,0.2,0.09,28.57,True
882,0.19,2.0,0.67,0.8,25.75,23.98,14801.55,0.21,0.04,822.31,617.34,0.83,0.09,44.0,False
883,0.43,2.0,0.33,0.0,7.53,10.0,752.84,0.03,0.1,41.82,75.28,0.33,0.23,0.0,False
884,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
885,0.24,2.0,0.29,0.33,28.86,20.94,12659.07,0.2,0.05,703.28,604.41,0.43,0.22,0.0,False
886,0.7,2.5,0.43,0.0,13.71,21.6,6396.36,0.1,0.05,355.35,296.13,0.14,0.58,0.0,False
887,0.23,2.2,0.62,0.42,75.71,19.73,29480.66,0.5,0.05,1637.81,1494.0,0.46,0.11,45.0,True
888,0.39,0.0,0.14,0.0,18.16,18.0,5884.2,0.11,0.06,326.9,326.9,0.14,0.3,33.33,False
889,0.09,0.0,1.0,0.0,16.12,31.5,16002.0,0.17,0.03,889.0,508.0,1.0,0.06,0.0,False
890,0.4,2.0,0.5,0.0,11.86,5.25,326.92,0.02,0.19,18.16,62.27,0.5,0.29,0.0,False
891,0.27,2.0,0.75,0.0,55.87,16.21,14703.33,0.3,0.06,816.85,906.37,0.13,0.12,45.45,False
892,0.7,2.8,0.16,0.89,28.02,46.1,59529.74,0.43,0.02,3307.21,1291.45,0.89,0.61,0.0,False
893,0.28,2.0,0.4,0.0,29.23,9.38,2568.93,0.09,0.11,142.72,274.02,0.2,0.23,0.0,False
894,0.17,2.0,0.67,0.0,42.71,14.57,9068.9,0.21,0.07,503.83,622.38,0.33,0.1,32.0,False
895,0.17,2.0,1.0,0.0,26.88,11.27,3412.26,0.1,0.09,189.57,302.86,0.33,0.15,0.0,False
896,0.19,2.0,0.5,0.0,53.82,9.17,4521.96,0.16,0.11,251.22,493.31,0.25,0.17,0.0,False
