,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,TARGET
1578,4.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,2.0,1.0,2.0,1.0,1.0,False
1579,11.0,1.0,1.0,1.0,13.0,44.97,0.34,2.92,15.42,131.17,0.01,7.29,5.0,6.0,6.0,7.0,1.0,False
1580,2.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,2.0,1.0,2.0,1.0,1.0,False
1581,4.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,2.0,1.0,2.0,1.0,1.0,False
1582,48.0,7.0,6.0,6.0,119.0,619.92,0.07,14.91,41.57,9244.97,0.21,513.61,14.0,23.0,70.0,49.0,13.0,False
1583,3.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,8.0,8.0,0.0,0.44,2.0,2.0,2.0,2.0,1.0,False
1584,11.0,1.0,1.0,1.0,25.0,97.67,0.25,3.94,24.81,384.58,0.03,21.37,7.0,8.0,16.0,9.0,1.0,False
1585,4.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,2.0,1.0,2.0,1.0,1.0,False
1586,5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
1587,1.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1588,4.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,2.0,1.0,2.0,1.0,1.0,False
1589,4.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,8.0,8.0,0.0,0.44,2.0,2.0,2.0,2.0,1.0,False
1590,14.0,1.0,1.0,1.0,24.0,91.38,1.0,1.0,91.38,91.38,0.03,5.08,2.0,12.0,12.0,12.0,1.0,False
1591,10.0,2.0,1.0,1.0,56.0,256.76,0.14,7.2,35.66,1848.66,0.09,102.7,9.0,15.0,32.0,24.0,3.0,False
1592,15.0,2.0,1.0,2.0,41.0,180.09,0.11,8.8,20.46,1584.75,0.06,88.04,11.0,10.0,25.0,16.0,3.0,False
1593,12.0,2.0,1.0,2.0,41.0,182.84,0.11,9.5,19.25,1736.95,0.06,96.5,11.0,11.0,22.0,19.0,3.0,False
1594,5.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,5.0,3.0,5.0,3.0,1.0,False
1595,7.0,2.0,1.0,2.0,9.0,25.27,0.17,6.0,4.21,151.6,0.01,8.42,6.0,1.0,7.0,2.0,3.0,False
1596,7.0,1.0,1.0,1.0,15.0,53.77,0.24,4.2,12.8,225.85,0.02,12.55,7.0,5.0,9.0,6.0,1.0,False
1597,6.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,5.0,4.0,6.0,4.0,1.0,False
1598,6.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,5.0,4.0,6.0,4.0,1.0,False
1599,9.0,1.0,1.0,1.0,29.0,118.54,0.16,6.19,19.16,733.44,0.04,40.75,9.0,8.0,18.0,11.0,1.0,False
1600,2.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,4.0,1.0,4.0,1.0,1.0,False
1601,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1602,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1603,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1604,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1605,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1606,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1607,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1608,1.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3.0,4.0,5.0,4.0,1.0,False
1609,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1610,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1611,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1612,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1613,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1614,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1615,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1616,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1617,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1618,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1619,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1620,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1621,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1622,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1623,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1624,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1625,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1626,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1627,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1628,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1629,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1630,8.0,1.0,1.0,1.0,13.0,44.97,0.19,5.33,8.43,239.85,0.01,13.33,8.0,3.0,9.0,4.0,1.0,False
1631,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1632,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1633,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1634,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1635,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1636,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1637,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1638,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1639,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1640,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1641,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1642,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1643,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1644,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1645,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1646,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1647,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1648,23.0,1.0,1.0,1.0,65.0,301.85,0.08,12.18,24.79,3676.11,0.1,204.23,11.0,14.0,34.0,31.0,1.0,False
1649,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1650,6.0,1.0,1.0,1.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,6.0,3.0,6.0,3.0,1.0,False
1651,2.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,5.0,1.0,5.0,1.0,1.0,False
1652,2.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,5.0,1.0,5.0,1.0,1.0,False
1653,2.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,4.0,1.0,4.0,1.0,1.0,False
1654,2.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,4.0,1.0,4.0,1.0,1.0,False
1655,5.0,1.0,1.0,1.0,11.0,28.43,0.25,4.0,7.11,113.74,0.01,6.32,4.0,2.0,7.0,4.0,1.0,False
1656,6.0,1.0,1.0,1.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,6.0,3.0,6.0,3.0,1.0,False
1657,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1658,2.0,2.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,5.0,3.0,5.0,3.0,3.0,False
1659,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1660,3.0,3.0,1.0,2.0,15.0,53.77,0.17,6.0,8.96,322.65,0.02,17.92,9.0,3.0,11.0,4.0,5.0,False
1661,3.0,3.0,1.0,2.0,16.0,57.36,0.17,6.0,9.56,344.16,0.02,19.12,9.0,3.0,12.0,4.0,5.0,False
1662,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1663,2.0,2.0,1.0,2.0,9.0,27.0,0.14,7.0,3.86,189.0,0.01,10.5,7.0,1.0,7.0,2.0,3.0,False
1664,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1665,13.0,3.0,3.0,2.0,21.0,77.71,0.21,4.8,16.19,373.0,0.03,20.72,8.0,5.0,15.0,6.0,5.0,False
1666,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1667,2.0,2.0,1.0,2.0,9.0,27.0,0.14,7.0,3.86,189.0,0.01,10.5,7.0,1.0,7.0,2.0,3.0,False
1668,3.0,3.0,3.0,2.0,14.0,53.3,0.22,4.5,11.85,239.86,0.02,13.33,9.0,5.0,9.0,5.0,5.0,False
1669,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1670,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1671,13.0,2.0,1.0,1.0,21.0,82.04,0.14,7.0,11.72,574.31,0.03,31.91,10.0,5.0,14.0,7.0,3.0,False
1672,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1673,3.0,1.0,1.0,1.0,9.0,23.26,0.5,2.0,11.63,46.53,0.01,2.58,3.0,3.0,5.0,4.0,1.0,False
1674,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1675,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1676,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1677,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1678,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1679,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1680,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1681,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1682,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
1683,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1684,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
1685,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1686,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1687,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1688,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1689,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1690,2.0,1.0,1.0,1.0,8.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,6.0,2.0,6.0,2.0,1.0,False
1691,3.0,1.0,1.0,1.0,14.0,44.38,0.25,4.0,11.09,177.52,0.01,9.86,8.0,1.0,13.0,1.0,1.0,False
1692,28.0,3.0,3.0,2.0,119.0,628.96,0.07,13.75,45.74,8648.24,0.21,480.46,13.0,26.0,64.0,55.0,5.0,False
1693,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1694,2.0,1.0,1.0,1.0,7.0,18.09,0.5,2.0,9.05,36.19,0.01,2.0,4.0,2.0,5.0,2.0,1.0,False
1695,7.0,1.0,1.0,1.0,16.0,53.15,0.27,3.75,14.17,199.32,0.02,11.07,6.0,4.0,11.0,5.0,1.0,False
1696,9.0,2.0,1.0,1.0,17.0,58.81,0.15,6.67,8.82,392.07,0.02,21.78,8.0,3.0,12.0,5.0,3.0,False
1697,4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,4.0,2.0,4.0,2.0,1.0,False
1698,2.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,4.0,1.0,4.0,1.0,1.0,False
1699,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1700,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1701,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1702,27.0,5.0,4.0,5.0,63.0,288.85,0.07,14.7,19.65,4246.13,0.1,235.9,14.0,10.0,42.0,21.0,9.0,False
1703,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1704,1.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1705,5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,9.0,7.0,10.0,7.0,3.0,False
1706,5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,9.0,7.0,10.0,7.0,3.0,False
1707,5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,9.0,7.0,10.0,7.0,3.0,False
1708,5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,9.0,7.0,10.0,7.0,3.0,False
1709,5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,9.0,7.0,10.0,7.0,3.0,False
1710,5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,9.0,7.0,10.0,7.0,3.0,False
1711,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1712,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1713,1.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1714,35.0,6.0,3.0,5.0,125.0,630.55,0.05,21.37,29.51,13473.84,0.21,748.55,14.0,19.0,67.0,58.0,11.0,False
1715,8.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3.0,4.0,5.0,4.0,1.0,False
1716,10.0,2.0,1.0,2.0,11.0,34.87,0.25,4.0,8.72,139.48,0.01,7.75,6.0,3.0,7.0,4.0,3.0,False
1717,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1718,5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,9.0,7.0,10.0,7.0,3.0,False
1719,5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,9.0,7.0,10.0,7.0,3.0,False
1720,5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,9.0,7.0,10.0,7.0,3.0,False
1721,5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,9.0,7.0,10.0,7.0,3.0,False
1722,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1723,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1724,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1725,2.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,4.0,3.0,5.0,3.0,1.0,False
1726,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1727,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1728,16.0,2.0,1.0,2.0,20.0,76.15,0.19,5.33,14.28,406.12,0.03,22.56,8.0,6.0,12.0,8.0,3.0,False
1729,18.0,1.0,1.0,1.0,45.0,203.56,0.12,8.25,24.67,1679.37,0.07,93.3,11.0,12.0,27.0,18.0,1.0,False
1730,7.0,1.0,1.0,1.0,17.0,58.81,0.44,2.29,25.73,134.42,0.02,7.47,4.0,7.0,9.0,8.0,1.0,False
1731,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1732,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
1733,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1734,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1735,10.0,2.0,1.0,2.0,22.0,78.87,0.24,4.2,18.78,331.25,0.03,18.4,7.0,5.0,16.0,6.0,3.0,False
1736,5.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,4.0,2.0,4.0,2.0,1.0,False
1737,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
1738,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
1739,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
1740,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
1741,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
1742,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
1743,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
1744,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
1745,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
1746,13.0,3.0,1.0,3.0,23.0,85.11,0.16,6.4,13.3,544.7,0.03,30.26,8.0,5.0,15.0,8.0,5.0,False
1747,27.0,6.0,1.0,2.0,64.0,300.83,0.04,22.4,13.43,6738.55,0.1,374.36,16.0,10.0,36.0,28.0,11.0,False
1748,43.0,4.0,1.0,2.0,111.0,590.73,0.1,9.63,61.35,5688.55,0.2,316.03,13.0,27.0,71.0,40.0,7.0,False
1749,9.0,1.0,1.0,1.0,20.0,76.15,0.21,4.67,16.32,355.35,0.03,19.74,8.0,6.0,13.0,7.0,1.0,False
1750,23.0,1.0,1.0,1.0,69.0,331.71,0.18,5.6,59.23,1857.56,0.11,103.2,8.0,20.0,41.0,28.0,1.0,False
1751,25.0,4.0,1.0,3.0,64.0,293.44,0.11,8.93,32.87,2619.98,0.1,145.55,10.0,14.0,39.0,25.0,7.0,False
1752,4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,4.0,1.0,4.0,1.0,1.0,False
1753,4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,4.0,1.0,4.0,1.0,1.0,False
1754,4.0,1.0,1.0,1.0,8.0,22.46,0.33,3.0,7.49,67.38,0.01,3.74,6.0,1.0,7.0,1.0,1.0,False
1755,11.0,1.0,1.0,1.0,25.0,100.0,0.2,5.0,20.0,500.0,0.03,27.78,8.0,8.0,15.0,10.0,1.0,False
1756,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
1757,74.0,6.0,5.0,6.0,155.0,781.88,0.05,18.79,41.61,14691.13,0.26,816.17,14.0,19.0,104.0,51.0,11.0,False
1758,44.0,4.0,1.0,4.0,99.0,490.47,0.08,12.63,38.83,6195.35,0.16,344.19,12.0,19.0,59.0,40.0,7.0,False
1759,20.0,1.0,1.0,1.0,62.0,291.43,0.18,5.56,52.46,1619.04,0.1,89.95,8.0,18.0,37.0,25.0,1.0,False
1760,13.0,1.0,1.0,1.0,20.0,78.14,0.33,3.0,26.05,234.41,0.03,13.02,6.0,9.0,11.0,9.0,1.0,False
1761,5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
1762,19.0,2.0,1.0,1.0,22.0,85.95,0.11,9.0,9.55,773.56,0.03,42.98,10.0,5.0,13.0,9.0,3.0,False
1763,9.0,1.0,1.0,1.0,11.0,34.87,0.32,3.12,11.16,108.97,0.01,6.05,5.0,4.0,6.0,5.0,1.0,False
1764,19.0,2.0,1.0,1.0,23.0,92.0,0.1,9.9,9.29,910.8,0.03,50.6,11.0,5.0,14.0,9.0,3.0,False
1765,46.0,4.0,1.0,4.0,97.0,485.0,0.09,11.4,42.54,5529.0,0.16,307.17,12.0,20.0,59.0,38.0,7.0,False
1766,68.0,9.0,8.0,9.0,191.0,1029.93,0.04,24.14,42.66,24862.57,0.34,1381.25,17.0,25.0,120.0,71.0,17.0,False
1767,20.0,1.0,1.0,1.0,62.0,291.43,0.18,5.56,52.46,1619.04,0.1,89.95,8.0,18.0,37.0,25.0,1.0,False
