,V1,V2,V8,V12,V13,V14,V15,V17,V18,V22,V27,V28,V30,V31,V36,V37,V39,TARGET
566,5.307,3.0431,52.2,0.0,5.701,0.719,11.156,1.089,1.03,1.583,2.485,0.0,0.0,3.176,6.99,2.217,13.877,1
567,5.493,2.107,40.0,0.0,4.889,0.97,12.308,0.974,1.125,1.283,2.525,0.0,0.0,3.898,3.956,2.0,9.962,1
568,5.511,1.5321,48.4,0.0,4.328,0.541,11.432,0.973,1.108,1.315,2.431,0.0,0.0,5.586,3.805,1.903,9.379,1
569,5.645,2.6483,48.3,-1.283,3.768,0.922,10.779,1.01,1.108,1.253,2.461,0.0,11.372,2.163,3.815,2.662,8.81,1
570,5.392,2.6779,36.8,0.0,4.264,1.018,11.255,1.043,1.121,1.244,2.416,0.0,45.607,4.149,4.747,3.16,10.25,1
571,5.35,2.0188,53.3,-5.135,4.7,0.899,11.524,1.062,1.092,1.297,2.522,0.0,49.639,5.027,4.18,2.932,10.094,1
572,5.995,3.0045,39.1,-3.753,4.318,1.053,11.51,1.116,1.112,1.278,2.789,0.0,22.691,1.075,4.405,3.355,9.839,1
573,5.38,2.1089,40.0,0.787,3.73,1.0,10.919,0.998,1.125,1.237,2.596,0.0,23.572,1.434,3.795,2.353,8.688,1
574,5.119,2.5804,54.5,0.0,3.434,0.0,10.355,0.974,1.094,1.369,2.471,0.001,0.0,0.751,3.941,1.806,8.592,1
575,5.423,2.9683,35.3,0.0,4.386,1.016,11.356,1.07,1.119,1.262,2.477,0.0,45.487,3.03,4.751,3.308,10.384,1
576,5.039,2.6275,50.0,-0.79,3.589,1.217,10.309,1.003,1.104,1.29,2.376,-0.001,10.612,2.131,3.879,2.512,8.701,1
577,5.369,2.3752,37.0,-0.557,4.187,1.455,10.969,1.053,1.115,1.299,2.504,0.0,24.195,2.749,4.311,2.77,9.635,1
578,4.303,3.5568,20.0,0.0,2.774,0.862,9.067,1.041,1.199,1.194,2.115,0.15,0.0,0.956,3.662,2.694,7.859,1
579,5.431,2.8292,30.0,0.0,3.203,0.832,10.681,0.979,1.148,1.202,2.394,-0.007,0.0,1.055,3.509,2.121,7.93,1
580,4.792,1.7397,30.0,2.068,4.217,0.548,10.477,0.99,1.106,1.364,2.242,0.0,0.0,5.633,4.476,1.85,9.806,1
581,4.0,2.368,28.6,0.0,2.647,0.0,8.623,1.014,1.149,1.083,2.0,0.135,0.0,0.667,3.122,2.167,7.015,1
582,4.732,3.6508,20.0,0.0,3.146,0.881,9.803,1.041,1.199,1.146,2.236,-0.028,0.0,0.95,3.775,2.889,8.228,1
583,4.732,3.09,25.0,-2.406,3.185,0.881,9.803,1.107,1.177,1.126,2.236,-0.029,30.54,0.95,3.632,3.722,8.205,1
584,5.493,2.0841,38.1,-2.283,4.908,0.97,12.308,0.988,1.131,1.248,2.525,0.0,44.045,3.898,3.918,2.281,9.972,1
585,4.838,2.2234,33.3,1.397,3.229,0.0,9.909,0.977,1.145,1.22,2.291,0.004,0.0,1.145,3.502,1.697,7.886,1
586,4.732,2.2384,30.0,0.0,2.92,0.0,9.728,0.981,1.154,1.156,2.303,-0.021,0.0,0.5,3.369,1.625,7.49,1
587,5.02,2.2627,42.3,-1.023,4.241,1.776,11.051,1.004,1.123,1.267,2.392,0.0,45.646,4.905,3.834,2.595,9.307,1
588,5.013,1.8267,42.4,-1.123,4.692,1.541,11.371,1.019,1.121,1.277,2.415,0.0,35.613,4.374,4.304,2.444,9.956,1
589,5.02,1.5772,45.7,-2.182,4.79,0.774,11.501,1.018,1.118,1.289,2.393,0.0,49.391,7.983,4.005,2.543,9.977,1
590,5.126,2.3232,47.2,0.0,4.103,0.832,10.931,1.02,1.117,1.282,2.418,0.0,22.238,3.982,3.956,2.594,9.333,1
591,5.325,3.1038,50.0,-1.249,4.049,0.789,10.761,1.114,1.095,1.331,2.534,0.0,22.671,1.13,4.274,3.085,9.567,1
592,4.923,2.4754,47.1,0.0,3.392,0.664,9.946,1.011,1.107,1.271,2.387,-0.007,0.0,1.563,3.922,2.178,8.669,1
593,4.782,2.3537,30.8,-0.638,3.243,1.273,9.947,0.998,1.147,1.141,2.251,-0.007,10.518,1.951,3.446,2.621,7.915,1
594,2.0,1.1349,0.0,0.0,1.544,0.0,4.174,1.015,1.235,0.863,1.0,-1.099,0.0,1.0,2.267,4.0,4.917,1
595,4.214,2.8141,33.3,0.0,2.582,1.459,8.755,0.961,1.138,1.27,1.902,-0.197,0.0,2.052,3.09,1.972,7.038,1
596,3.902,2.6931,30.8,0.0,3.401,2.322,8.881,0.985,1.139,1.241,1.919,-0.022,0.0,4.086,3.547,2.022,8.444,1
597,5.164,3.7343,27.3,0.0,3.525,1.379,9.874,1.075,1.131,1.305,2.136,0.138,0.0,1.496,4.099,2.956,9.051,1
598,5.646,4.8224,25.0,0.0,3.543,0.811,10.505,1.27,1.262,1.119,2.303,-0.099,0.0,1.411,4.196,4.854,9.044,1
599,4.17,3.6942,33.3,0.09,3.245,0.971,8.597,1.123,1.11,1.38,1.848,0.414,0.0,1.542,4.098,3.2,8.832,1
600,4.496,3.6686,30.0,0.0,3.287,2.237,9.519,0.965,1.147,1.197,2.101,0.003,0.0,2.551,3.165,1.654,7.567,1
601,4.253,3.0445,27.8,0.0,3.226,2.252,9.598,0.97,1.155,1.191,2.0,-0.007,0.0,4.596,3.112,1.75,7.652,1
602,4.303,3.1413,23.5,0.0,2.587,1.459,8.815,0.991,1.164,1.072,1.932,-0.222,0.0,1.745,3.128,2.5,6.959,1
603,5.164,3.5612,26.3,0.0,2.756,1.379,9.874,0.998,1.153,1.091,2.136,0.131,0.0,1.496,3.278,2.893,7.268,1
604,5.303,4.0516,26.1,0.0,3.01,1.392,10.053,1.007,1.154,1.079,2.236,0.044,0.0,1.164,3.32,3.028,7.453,1
605,5.098,3.4015,26.1,0.0,2.859,1.5,9.872,0.983,1.157,1.138,2.112,-0.073,0.0,2.472,3.271,2.344,7.383,1
606,4.438,3.4065,26.1,0.0,2.85,1.561,9.104,0.983,1.157,1.122,2.029,-0.073,0.0,2.054,3.137,2.25,7.167,1
607,5.236,3.8074,23.8,0.0,2.89,1.406,9.967,1.003,1.162,1.066,2.189,-0.078,0.0,1.309,3.311,2.969,7.37,1
608,4.491,3.6384,28.6,0.0,3.231,2.23,9.449,0.976,1.151,1.166,2.093,-0.007,0.0,2.764,3.167,2.0,7.528,1
609,3.879,2.8492,29.6,0.0,2.938,2.281,8.743,0.973,1.146,1.169,1.902,0.04,0.0,3.685,2.997,1.833,7.135,1
610,5.283,4.9583,29.6,0.0,3.781,2.161,11.219,0.988,1.146,1.164,2.298,0.0,0.0,5.013,3.48,2.1,8.553,1
611,5.333,4.7687,25.6,0.0,3.66,2.027,10.771,1.026,1.155,1.068,2.303,0.0,0.0,3.918,3.394,3.176,8.181,1
612,4.482,3.906,27.3,0.0,3.368,2.192,9.868,1.004,1.151,1.107,2.098,0.004,0.0,4.063,3.248,2.577,7.861,1
613,4.412,3.3381,32.2,0.253,4.479,4.297,10.675,0.971,1.142,1.198,2.086,0.0,24.053,15.507,3.374,1.841,8.904,1
614,4.38,3.3651,23.1,-0.439,3.343,2.252,9.65,1.018,1.173,1.115,2.047,-0.008,21.129,4.178,3.366,3.028,8.066,1
615,4.947,4.3619,28.6,-2.409,4.298,1.371,9.956,1.101,1.126,1.246,2.214,-0.028,20.21,2.232,6.911,3.75,12.27,1
616,4.675,4.5744,27.3,-3.785,3.49,1.776,10.007,1.073,1.155,1.099,2.175,0.005,30.436,2.211,3.488,3.885,8.405,1
617,5.182,4.1948,21.1,0.0,3.463,1.837,9.966,1.007,1.119,1.35,2.175,0.045,0.0,2.244,4.828,2.46,9.521,1
618,5.602,5.159,20.7,0.0,3.361,1.241,10.509,0.989,1.164,1.231,2.376,0.013,12.09,1.357,4.468,2.346,9.077,1
619,5.27,5.1487,25.7,0.0,5.27,2.388,10.649,1.039,1.119,1.379,2.284,0.0,12.499,3.036,6.912,2.39,13.367,1
620,5.184,3.9866,25.0,0.0,3.503,2.47,10.126,1.004,1.147,1.158,2.194,0.004,11.075,3.798,4.432,2.6,9.066,1
621,5.509,5.4486,29.6,0.0,5.083,2.383,10.95,0.961,1.132,1.397,2.414,0.0,0.0,3.022,10.428,1.604,14.7,1
622,5.349,4.4437,29.8,-0.024,4.494,2.184,10.42,0.973,1.134,1.343,2.318,0.0,11.379,1.951,10.323,2.005,14.008,1
623,5.333,4.5365,31.7,0.0,4.785,3.105,10.724,0.959,1.136,1.292,2.309,0.0,0.0,3.559,10.319,1.528,14.007,1
624,4.481,3.8606,36.0,0.0,3.135,1.895,9.292,0.971,1.136,1.285,2.074,-0.024,0.0,2.02,3.257,2.15,7.746,1
625,5.333,4.7127,27.9,0.0,3.631,2.027,10.771,1.003,1.15,1.107,2.303,0.0,0.0,3.918,3.386,2.706,8.143,1
626,5.511,2.626,48.0,0.0,4.046,0.732,10.806,1.032,1.092,1.347,2.42,0.0,24.34,2.731,4.738,2.694,9.875,1
627,5.138,3.6483,46.7,-1.188,3.792,1.124,10.297,1.085,1.1,1.31,2.368,0.004,10.567,1.45,4.147,3.139,9.259,1
628,4.732,3.0271,40.0,0.0,3.08,1.187,9.642,0.976,1.129,1.27,2.194,-0.024,0.0,1.659,3.601,1.963,7.982,1
629,4.912,3.2927,40.0,0.0,3.087,0.881,9.863,0.976,1.129,1.286,2.264,-0.024,0.0,0.95,3.719,2.111,8.103,1
630,4.732,3.2078,40.0,0.0,3.087,0.881,9.803,0.976,1.129,1.298,2.236,-0.024,0.0,0.95,3.695,2.111,8.095,1
631,4.616,2.8239,39.1,0.0,3.168,1.461,9.69,0.974,1.13,1.27,2.203,0.013,0.0,2.063,3.63,1.933,8.047,1
632,4.783,3.1257,40.0,0.0,3.08,1.187,9.668,0.976,1.129,1.273,2.222,-0.024,0.0,1.358,3.65,1.981,8.005,1
633,4.75,2.0515,40.9,0.0,3.859,1.491,10.536,0.976,1.126,1.282,2.285,0.0,0.0,4.361,3.689,1.908,8.765,1
634,4.739,2.1754,42.9,0.0,3.72,1.085,10.361,0.979,1.123,1.288,2.279,0.0,0.0,3.551,3.688,1.961,8.671,1
635,4.88,1.8312,40.0,0.0,3.6,0.0,10.272,0.998,1.127,1.195,2.375,0.0,0.0,2.221,3.627,1.956,8.602,1
636,4.596,3.1791,37.5,0.0,2.997,0.875,9.54,0.991,1.14,1.254,2.175,0.045,0.0,1.069,3.638,2.417,7.969,1
637,4.596,3.2067,42.9,0.0,3.202,0.875,9.54,1.005,1.121,1.316,2.175,0.045,0.0,1.069,3.876,2.431,8.463,1
638,4.732,3.271,42.9,0.0,3.202,0.875,9.579,1.005,1.121,1.312,2.194,0.045,0.0,0.854,3.903,2.431,8.466,1
639,4.77,2.9221,39.1,0.0,3.175,1.185,9.882,0.974,1.13,1.27,2.236,0.013,0.0,1.74,3.651,2.067,8.096,1
640,5.005,1.8996,39.4,0.0,3.657,0.5,10.424,0.995,1.128,1.204,2.396,0.0,0.0,2.271,3.697,1.938,8.68,1
641,4.796,3.4006,41.2,0.0,3.278,1.185,9.882,1.024,1.127,1.253,2.243,0.015,20.317,1.686,3.835,2.933,8.497,1
642,4.923,3.5053,41.2,0.0,3.278,1.185,9.911,1.024,1.127,1.254,2.267,0.015,20.455,1.563,3.854,2.933,8.499,1
643,4.77,3.3176,41.2,0.0,3.278,1.185,9.882,1.024,1.127,1.253,2.236,0.015,20.236,1.74,3.83,2.933,8.497,1
644,4.912,3.3307,42.1,0.0,3.1,0.881,9.863,0.987,1.12,1.271,2.264,-0.024,0.0,0.95,3.728,2.333,8.118,1
645,5.027,3.4136,40.9,0.0,3.193,0.861,10.084,0.983,1.123,1.269,2.318,0.013,0.0,0.984,3.784,2.267,8.242,1
646,4.845,3.2928,38.1,0.0,3.198,1.185,9.902,0.993,1.133,1.241,2.267,0.014,0.0,1.393,3.718,2.25,8.175,1
647,4.732,2.4398,50.0,0.0,3.558,0.544,10.15,0.986,1.104,1.31,2.264,-0.001,0.0,2.919,3.699,2.036,8.573,1
648,5.979,2.4858,37.5,-3.631,4.672,1.621,11.98,1.033,1.162,1.152,2.508,0.0,24.703,7.425,3.867,3.161,9.671,1
649,5.369,2.4228,32.4,0.0,4.22,1.315,11.166,1.044,1.134,1.236,2.374,0.0,45.922,4.369,4.714,3.0,10.183,1
650,4.856,3.0549,40.9,-0.991,3.613,1.662,10.15,1.033,1.12,1.234,2.281,-0.002,10.2,2.83,3.904,2.829,8.804,1
651,5.395,2.6091,40.0,0.0,4.144,1.006,11.361,0.982,1.119,1.301,2.449,0.0,0.0,3.714,4.055,2.147,9.332,1
652,4.849,3.0066,39.3,0.0,3.442,1.546,10.067,0.986,1.129,1.246,2.278,-0.002,10.413,2.303,3.682,2.256,8.33,1
653,5.268,3.9791,57.1,0.0,4.005,1.197,10.51,1.099,1.085,1.399,2.439,0.001,0.0,1.098,4.262,3.103,9.544,1
654,5.313,3.3759,35.0,0.0,3.484,1.16,10.388,1.018,1.125,1.27,2.311,-0.008,21.444,1.833,4.725,2.932,9.496,1
655,5.38,3.8121,33.3,0.0,3.739,1.197,10.666,1.07,1.129,1.221,2.389,0.001,42.164,1.962,4.74,3.565,9.679,1
656,4.876,2.3994,42.9,0.401,3.793,0.662,10.516,0.985,1.126,1.289,2.298,0.0,0.0,4.008,3.742,2.102,8.832,1
657,4.795,3.1901,38.5,-0.44,3.464,1.662,10.144,1.002,1.131,1.237,2.278,-0.002,10.87,2.609,3.724,2.436,8.46,1
658,4.814,2.6622,33.3,0.0,5.219,0.76,10.54,0.999,1.112,1.452,2.247,0.0,0.0,1.366,6.918,1.861,13.359,1
659,4.821,1.7046,36.4,0.0,3.183,0.0,10.081,0.998,1.132,1.147,2.487,0.004,0.0,1.669,3.552,1.833,8.16,1
660,5.256,2.8227,37.5,1.509,3.163,0.861,10.335,0.98,1.13,1.277,2.327,0.012,11.013,1.037,3.597,2.258,8.072,1
661,5.105,2.1775,35.6,-3.756,4.024,1.009,10.889,1.022,1.134,1.153,2.381,0.0,46.833,4.315,3.644,2.935,8.901,1
662,5.312,2.3744,38.5,0.0,4.151,1.773,10.862,0.993,1.123,1.258,2.351,0.0,13.18,3.749,4.432,2.179,9.497,1
663,5.718,2.1601,45.7,0.951,4.802,1.11,11.097,0.977,1.09,1.471,2.527,0.0,0.0,1.942,10.349,1.943,14.03,1
664,5.301,3.2179,33.3,-0.331,4.046,2.058,10.721,1.011,1.115,1.309,2.36,0.0,12.071,2.598,4.824,2.42,9.789,1
665,5.446,2.5224,40.0,0.0,4.116,1.197,10.882,1.018,1.111,1.308,2.397,0.0,21.296,3.431,4.719,2.57,9.801,1
666,4.65,2.596,42.3,0.0,3.361,1.758,9.82,0.981,1.12,1.276,2.224,0.004,10.332,2.705,3.652,2.236,8.227,1
667,5.236,3.9253,46.2,0.0,3.967,0.799,10.434,1.123,1.09,1.352,2.414,0.004,0.0,0.873,4.295,3.046,9.557,1
668,5.188,3.1467,40.0,0.0,5.069,1.781,10.7,1.026,1.093,1.461,2.35,0.0,0.0,3.228,6.914,2.135,13.183,1
669,4.985,2.0546,38.7,1.982,3.408,0.569,10.158,0.977,1.127,1.236,2.327,0.001,11.653,2.096,3.547,1.974,8.148,1
670,5.512,2.2581,40.4,0.0,4.013,1.555,10.927,0.998,1.124,1.227,2.426,0.0,0.0,4.054,3.787,2.301,8.93,1
671,5.349,1.9393,49.2,0.0,4.332,0.541,11.225,0.977,1.106,1.312,2.5,0.0,0.0,2.737,3.882,1.989,9.367,1
672,5.535,2.4918,41.2,0.0,5.587,1.707,11.349,1.017,1.097,1.429,2.484,0.0,0.0,4.711,6.912,2.073,13.654,1
673,5.131,2.5259,50.0,-0.688,3.829,1.126,10.558,1.009,1.104,1.269,2.384,0.0,23.875,2.895,3.833,2.546,8.899,1
674,5.095,1.9952,34.9,-0.437,3.866,0.737,10.802,1.003,1.137,1.207,2.383,0.0,34.836,3.664,3.58,2.633,8.709,1
675,5.993,1.665,42.9,0.765,4.84,0.692,12.114,1.059,1.103,1.366,2.804,0.0,0.0,2.191,4.416,2.494,10.41,1
676,5.775,1.9708,36.7,0.232,4.057,1.81,11.419,0.98,1.133,1.234,2.678,0.0,26.695,3.151,3.855,2.067,8.917,1
677,5.029,2.7083,46.2,0.0,3.479,1.139,10.174,0.977,1.115,1.312,2.369,0.001,0.0,1.808,3.875,1.923,8.536,1
678,5.092,2.3662,41.9,0.0,3.418,0.985,10.296,0.966,1.121,1.293,2.387,0.001,0.0,1.554,3.696,1.731,8.28,1
679,5.493,2.3368,38.5,1.531,3.145,0.853,10.592,0.964,1.128,1.288,2.53,-0.006,0.0,0.818,3.662,1.708,8.011,1
680,5.352,2.412,58.3,-0.321,3.898,0.682,10.784,1.021,1.084,1.327,2.518,0.0,24.433,1.322,4.041,2.575,9.177,1
681,5.416,2.4805,51.9,-0.735,4.305,0.73,10.964,1.031,1.097,1.309,2.551,0.0,24.769,1.407,6.88,2.724,11.646,1
682,5.352,2.415,56.0,-0.514,3.807,0.682,10.784,1.021,1.092,1.291,2.518,0.0,24.305,1.322,3.968,2.686,8.971,1
683,5.386,2.1526,60.0,-0.132,3.973,0.548,10.964,1.002,1.083,1.336,2.548,0.0,25.26,1.599,4.029,2.367,9.184,1
684,5.418,3.1295,54.5,0.0,5.692,0.72,11.151,1.078,1.022,1.617,2.532,0.0,0.0,2.359,6.991,2.159,13.877,1
685,4.992,2.5599,46.2,0.0,3.896,0.75,10.568,1.01,1.114,1.323,2.368,0.0,0.0,2.478,3.989,2.389,9.228,1
686,4.89,1.9828,46.3,0.0,3.88,1.745,10.484,0.974,1.113,1.311,2.33,0.0,0.0,4.222,3.779,2.033,8.855,1
687,4.893,2.2807,48.4,0.0,3.603,0.648,10.32,0.97,1.107,1.334,2.312,0.0,0.0,2.866,3.728,1.878,8.623,1
688,4.644,1.6696,31.8,0.135,3.937,4.12,10.222,0.973,1.144,1.175,2.306,0.0,11.381,9.52,3.532,1.819,8.485,1
689,4.303,3.1007,41.7,0.0,2.938,0.862,9.067,0.977,1.097,1.439,2.115,0.125,0.0,0.956,4.069,1.917,8.506,1
690,4.802,2.6499,46.7,0.848,3.501,0.664,10.012,1.001,1.078,1.428,2.364,-0.007,0.0,1.146,4.177,2.1,8.992,1
691,4.802,1.7012,50.0,0.0,4.212,0.0,10.767,1.006,1.069,1.455,2.406,0.0,0.0,4.164,4.462,1.967,9.901,1
692,5.199,2.2119,46.4,0.0,3.826,0.604,10.853,1.006,1.12,1.301,2.726,0.0,0.0,2.47,4.403,2.137,9.363,1
693,4.414,3.1806,42.9,0.0,2.868,0.802,9.183,0.982,1.125,1.295,2.101,-0.077,0.0,0.975,3.579,2.095,7.821,1
694,4.414,3.1554,42.9,0.0,2.868,0.802,9.183,0.982,1.125,1.298,2.101,-0.077,0.0,0.975,3.573,2.095,7.817,1
695,4.414,3.2871,45.5,0.0,3.11,0.802,9.183,1.018,1.116,1.323,2.101,-0.081,0.0,0.975,3.867,2.397,8.386,1
696,4.499,3.1749,50.0,0.0,3.059,1.125,9.311,1.007,1.118,1.315,2.136,0.047,0.0,1.481,3.653,2.646,8.126,1
697,4.414,2.2803,30.0,0.0,2.736,0.802,9.183,0.97,1.149,1.178,2.101,-0.065,0.0,0.975,3.178,1.643,7.138,1
698,4.861,2.9856,52.9,0.0,3.268,0.0,9.863,0.985,1.103,1.338,2.303,-0.007,0.0,1.047,3.842,2.033,8.4,1
699,5.325,2.5675,40.0,1.306,3.647,1.25,10.764,0.982,1.127,1.265,2.447,0.0,0.0,1.996,3.826,1.964,8.634,1
700,4.599,1.8586,26.7,0.0,3.676,0.0,10.013,1.007,1.139,1.215,2.211,-0.001,0.0,3.499,4.125,1.905,8.885,1
701,4.0,2.1902,25.0,0.0,2.605,0.0,8.623,0.984,1.166,1.107,2.0,0.121,0.0,0.667,3.061,1.833,6.883,1
702,4.93,2.6974,39.1,0.0,3.584,0.673,10.289,1.012,1.144,1.242,2.334,-0.001,0.0,2.214,3.835,2.405,8.682,1
703,5.286,3.4839,36.4,-1.986,3.805,1.622,10.617,1.018,1.14,1.224,2.458,0.0,35.814,1.615,3.789,2.861,8.759,1
704,5.022,1.587,44.7,-2.162,4.825,0.795,11.593,1.014,1.12,1.291,2.393,0.0,49.914,8.322,4.006,2.505,10.017,1
705,5.067,1.5353,51.2,-1.375,4.252,0.584,11.145,1.02,1.105,1.286,2.419,0.0,46.841,4.947,3.833,2.623,9.377,1
706,5.31,2.7525,37.5,-0.278,4.14,1.251,11.115,1.02,1.131,1.26,2.473,0.0,12.059,3.069,4.063,2.446,9.397,1
707,5.302,3.576,31.0,0.0,4.172,1.928,10.762,1.045,1.121,1.316,2.377,0.0,0.0,2.989,4.701,2.554,9.944,1
708,4.596,2.3621,30.4,0.0,2.867,0.875,9.54,0.969,1.148,1.2,2.175,0.037,0.0,1.069,3.247,1.708,7.325,1
709,4.799,3.2436,28.0,0.0,3.579,1.604,10.026,1.015,1.164,1.211,2.283,-0.002,0.0,2.211,3.949,2.316,8.723,1
710,4.816,3.2336,28.6,0.0,3.637,1.59,10.18,1.009,1.161,1.221,2.294,0.001,0.0,2.457,3.951,2.282,8.773,1
711,5.219,2.2204,39.6,2.753,3.964,1.362,11.07,0.989,1.126,1.257,2.616,0.0,24.463,4.097,3.791,2.322,9.014,1
712,5.065,3.2439,40.6,0.036,3.587,1.938,10.289,0.984,1.126,1.276,2.337,-0.001,11.766,2.563,3.728,2.233,8.541,1
713,5.216,1.781,38.8,1.53,4.066,1.092,11.197,1.0,1.129,1.225,2.613,0.0,37.047,4.681,3.848,2.413,9.13,1
714,4.992,2.5242,43.8,0.0,3.677,0.75,10.568,0.981,1.122,1.298,2.368,0.0,0.0,2.478,3.822,2.125,8.764,1
715,4.85,2.209,46.4,-0.374,4.117,0.697,10.609,1.033,1.111,1.318,2.299,0.0,11.732,4.266,4.051,2.544,9.469,1
716,4.593,2.9033,38.9,-0.536,3.232,1.461,9.665,1.01,1.136,1.231,2.175,0.015,10.28,2.298,3.601,2.683,8.2,1
717,5.014,2.7382,57.1,0.0,3.556,0.0,10.384,0.993,1.089,1.356,2.469,-0.001,0.0,1.305,4.066,2.013,8.83,1
718,3.932,3.2848,40.0,0.0,3.303,2.585,9.11,0.965,1.125,1.304,1.942,-0.007,0.0,4.891,3.244,1.958,7.937,1
719,3.0,1.9808,20.0,0.0,2.771,0.918,6.594,1.083,1.144,1.306,1.414,0.87,0.0,1.333,3.813,3.241,8.225,1
720,3.0,1.9184,20.0,0.0,3.572,0.918,6.594,1.064,1.123,1.439,1.414,0.803,0.0,1.333,6.87,2.787,11.578,1
721,3.618,2.2995,27.3,0.0,4.081,1.522,7.853,0.999,1.122,1.43,1.732,0.319,0.0,2.094,6.873,2.0,12.253,1
722,3.732,2.4553,28.6,0.0,3.09,1.585,8.16,1.005,1.14,1.258,1.802,-0.211,0.0,2.488,3.578,2.37,8.315,1
723,3.732,2.3783,29.4,0.0,3.605,1.585,8.16,0.972,1.137,1.297,1.802,-0.187,0.0,2.488,6.866,1.792,11.564,1
724,3.932,2.7496,31.3,0.0,4.294,2.585,9.11,0.974,1.133,1.306,1.942,-0.006,0.0,4.891,6.867,1.708,12.258,1
725,5.303,4.0011,29.4,0.0,4.758,1.392,10.053,1.013,1.109,1.461,2.236,0.038,0.0,1.164,6.89,2.028,12.947,1
726,5.646,4.7601,25.0,0.0,3.647,0.811,10.505,1.246,1.213,1.216,2.303,-0.094,0.0,1.411,4.281,4.368,9.233,1
727,4.562,4.3417,33.3,-0.198,3.486,0.918,9.184,1.177,1.101,1.384,2.0,-0.257,0.0,1.521,4.265,3.296,9.146,1
728,4.947,5.2014,40.0,-0.481,3.939,1.371,9.956,1.159,1.091,1.396,2.214,-0.028,0.0,2.232,4.288,3.133,9.591,1
729,5.13,3.5144,30.0,0.0,3.061,1.761,10.106,0.972,1.145,1.2,2.175,-0.021,0.0,2.729,3.292,2.108,7.587,1
730,5.311,3.9327,29.0,0.0,3.168,1.823,10.13,0.984,1.147,1.137,2.255,0.012,0.0,2.301,3.316,2.386,7.569,1
731,5.236,3.8422,25.0,0.0,2.906,1.406,9.967,1.014,1.156,1.063,2.189,-0.08,0.0,1.309,3.306,3.219,7.385,1
732,5.303,4.1328,23.8,0.0,3.037,1.392,10.053,1.029,1.159,1.044,2.236,0.047,0.0,1.164,3.331,3.472,7.491,1
733,6.177,6.591,29.2,0.0,4.01,1.617,11.591,1.231,1.317,0.908,2.605,0.0,0.0,2.885,3.896,5.554,8.943,1
734,4.362,3.2686,23.8,0.0,2.882,1.906,9.059,1.003,1.162,1.1,2.0,-0.079,0.0,2.524,3.13,2.75,7.228,1
735,4.347,3.0603,31.0,-0.082,3.192,2.3,9.338,0.986,1.143,1.167,2.011,0.013,10.622,4.098,3.357,2.288,7.732,1
736,4.471,3.5147,32.3,0.0,3.169,2.231,9.373,0.973,1.141,1.193,2.074,0.012,0.0,3.015,3.178,1.939,7.58,1
737,4.243,1.4085,31.3,0.0,3.474,0.0,9.8,1.008,1.143,1.099,2.24,-0.001,0.0,5.475,3.347,2.048,8.242,1
738,3.902,3.1373,27.3,0.0,3.437,2.322,8.881,1.022,1.146,1.168,1.919,-0.026,0.0,4.086,3.553,2.422,8.497,1
739,3.98,2.974,31.3,0.0,3.955,3.459,9.814,0.964,1.134,1.254,1.981,0.0,0.0,8.931,4.047,1.576,8.864,1
740,5.197,3.9762,30.4,0.168,3.027,1.436,10.091,0.993,1.145,1.177,2.194,0.044,10.538,2.176,3.434,2.546,7.817,1
741,4.17,3.2655,25.0,0.0,2.488,0.971,8.597,1.007,1.163,1.161,1.848,0.397,9.431,1.542,3.232,3.0,7.151,1
742,5.334,5.7899,36.0,-0.95,4.052,2.273,10.952,1.009,1.133,1.204,2.328,0.0,34.898,3.178,3.593,2.74,8.991,1
743,4.236,2.9329,31.4,-0.155,3.64,3.128,9.766,0.972,1.144,1.192,1.991,0.0,10.523,7.244,3.309,1.981,8.07,1
744,4.724,1.7824,34.9,-0.779,4.016,3.711,10.425,0.98,1.135,1.212,2.31,0.0,22.241,9.474,3.637,2.087,8.645,1
745,5.332,5.554,36.6,-1.839,3.932,2.396,10.694,1.02,1.132,1.184,2.315,0.0,33.525,2.891,3.527,2.893,8.803,1
746,5.332,5.581,35.9,-2.172,3.942,2.396,10.694,1.032,1.133,1.169,2.315,0.0,33.28,2.891,3.529,3.083,8.813,1
747,5.145,4.4958,33.3,0.113,3.159,1.371,10.236,0.993,1.139,1.22,2.205,-0.025,10.837,2.499,3.578,2.608,8.085,1
748,4.414,3.81,28.6,-0.741,3.059,1.379,9.222,1.037,1.145,1.195,2.0,0.149,9.797,2.133,3.822,3.087,8.259,1
749,5.262,4.373,25.0,-1.461,3.438,0.863,10.026,1.174,1.135,1.244,2.175,0.161,9.625,1.435,4.263,4.036,9.0,1
750,5.35,4.5704,29.4,-0.443,3.468,1.975,10.725,1.004,1.147,1.132,2.288,-0.002,11.395,3.488,3.56,2.798,8.234,1
751,5.342,5.7766,32.3,-1.429,5.191,4.189,11.504,0.979,1.135,1.218,2.338,0.0,53.149,7.261,3.663,1.938,9.972,1
752,5.291,4.2076,32.0,-0.561,3.262,1.686,10.308,1.007,1.141,1.185,2.244,0.014,21.759,2.733,3.567,2.871,8.163,1
753,4.0,3.0897,20.0,0.0,2.615,0.811,8.318,1.005,1.138,1.288,1.732,-0.557,9.556,1.0,4.218,3.056,8.637,1
754,5.103,4.6435,28.6,-0.806,3.329,1.792,10.281,1.014,1.149,1.135,2.165,-0.008,10.731,3.506,3.496,2.646,8.131,1
