,CYCLOMATIC_DENSITY,DESIGN_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,NORMALIZED_CYLOMATIC_COMPLEXITY,PERCENT_COMMENTS,TARGET
777,0.17,1.0,15.36,7.0,752.84,0.04,0.14,41.82,107.55,1.0,0.06,40.0,False
778,0.26,0.33,25.52,13.0,4312.2,0.11,0.08,239.57,331.71,0.17,0.15,80.0,True
779,0.18,0.67,19.74,33.0,21496.55,0.22,0.03,1194.25,651.41,0.5,0.16,11.76,False
780,0.4,0.5,11.07,4.38,211.89,0.02,0.23,11.77,48.43,0.5,0.29,0.0,False
781,0.17,1.0,22.5,2.0,90.0,0.02,0.5,5.0,45.0,1.0,0.05,40.0,False
782,0.4,0.5,16.18,6.43,668.57,0.03,0.16,37.14,104.0,0.5,0.09,61.54,False
783,0.43,1.0,37.1,25.0,23185.06,0.31,0.04,1288.06,927.4,0.08,0.37,0.0,False
784,0.37,0.86,20.98,20.4,8729.97,0.14,0.05,485.0,427.94,0.86,0.23,0.0,False
785,0.13,1.0,20.31,16.12,5279.85,0.11,0.06,293.32,327.43,1.0,0.08,0.0,False
786,0.29,0.5,11.46,7.5,644.64,0.03,0.13,35.81,85.95,0.5,0.14,0.0,False
787,0.45,0.67,24.69,20.15,10026.48,0.17,0.05,557.03,497.59,1.0,0.32,10.0,False
788,0.13,1.0,30.72,15.0,6911.1,0.15,0.07,383.95,460.74,0.25,0.08,29.55,False
789,0.23,0.86,436.67,14.31,89390.87,2.08,0.07,4966.16,6247.75,0.14,0.08,61.9,False
790,0.15,0.17,28.15,27.0,20519.43,0.25,0.04,1139.97,759.98,0.17,0.11,18.6,True
791,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
792,0.19,0.6,27.87,32.5,29442.05,0.3,0.03,1635.67,905.91,0.2,0.09,31.43,False
793,0.5,0.8,20.29,13.36,3620.39,0.09,0.07,201.13,271.05,0.2,0.29,0.0,False
794,0.41,0.14,23.2,19.0,8375.9,0.15,0.05,465.33,440.84,0.14,0.28,5.56,False
795,0.14,1.0,24.34,13.0,4112.71,0.11,0.08,228.48,316.36,0.33,0.05,54.05,False
796,0.04,0.67,74.79,38.6,111439.21,0.96,0.03,6191.07,2887.03,0.33,0.02,43.88,True
797,0.15,0.5,31.79,15.24,7382.54,0.16,0.07,410.14,484.48,0.25,0.08,42.42,True
798,0.23,0.8,43.97,20.29,18111.12,0.3,0.05,1006.17,892.43,0.5,0.1,52.24,False
799,0.21,0.33,24.16,30.18,21997.42,0.24,0.03,1222.08,728.96,0.5,0.07,60.87,False
800,0.4,1.0,21.0,4.0,336.0,0.03,0.25,18.67,84.0,0.5,0.25,0.0,False
801,0.5,1.0,9.51,3.0,85.59,0.01,0.33,4.75,28.53,0.5,0.4,0.0,False
802,0.33,0.75,19.48,11.92,2766.96,0.08,0.08,153.72,232.19,0.75,0.29,0.0,False
803,0.33,1.0,12.85,3.5,157.4,0.01,0.29,8.74,44.97,1.0,0.08,0.0,False
804,0.25,0.33,16.55,20.22,6769.26,0.11,0.05,376.07,334.74,0.33,0.19,0.0,False
805,0.56,0.2,9.08,18.0,2942.97,0.05,0.06,163.5,163.5,1.0,0.42,0.0,False
806,0.15,0.5,28.24,7.14,1440.99,0.07,0.14,80.05,201.74,0.5,0.11,15.38,False
807,0.25,1.0,20.38,7.22,1062.83,0.05,0.14,59.05,147.16,0.5,0.14,11.11,False
808,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,False
809,0.2,1.0,10.76,5.25,296.48,0.02,0.19,16.47,56.47,1.0,0.11,40.0,False
810,0.22,0.17,60.51,22.95,31869.45,0.46,0.04,1770.53,1388.65,0.25,0.15,36.92,True
811,0.5,0.75,20.0,10.21,2087.05,0.07,0.1,115.95,204.33,0.25,0.27,0.0,False
812,0.11,1.0,26.74,12.83,4403.53,0.11,0.08,244.64,343.13,0.5,0.07,27.27,True
813,0.11,0.75,134.45,7.83,8234.67,0.35,0.13,457.48,1052.21,0.13,0.06,40.65,False
814,0.29,1.0,14.1,5.4,411.19,0.03,0.19,22.84,76.15,0.5,0.08,63.16,False
815,0.11,0.6,34.26,27.0,24973.53,0.31,0.04,1387.42,924.95,0.2,0.07,48.28,True
816,0.17,1.0,8.31,7.33,446.73,0.02,0.14,24.82,60.92,1.0,0.13,0.0,False
817,0.33,0.33,9.51,13.75,1798.48,0.04,0.07,99.92,130.8,0.33,0.21,0.0,False
818,0.21,0.57,22.65,104.25,246186.04,0.79,0.01,13677.0,2361.5,0.05,0.16,24.32,False
819,0.23,0.33,18.95,10.29,2007.31,0.07,0.1,111.52,195.04,0.33,0.15,25.0,False
820,0.22,0.86,33.28,16.03,8555.65,0.18,0.06,475.31,533.62,0.14,0.14,43.9,True
821,0.07,1.0,38.14,38.52,56592.42,0.49,0.03,3144.02,1469.07,0.5,0.05,39.39,True
822,0.33,0.75,22.77,11.56,3040.34,0.09,0.09,168.91,263.11,0.25,0.21,0.0,False
823,0.14,0.67,34.87,25.2,22143.15,0.29,0.04,1230.18,878.7,1.0,0.08,46.15,False
824,0.24,0.42,49.33,58.5,168831.0,0.96,0.02,9379.5,2886.0,0.74,0.14,33.51,False
825,0.11,0.33,28.96,13.46,5249.74,0.13,0.07,291.65,389.9,0.33,0.08,6.67,False
826,0.19,0.6,40.31,61.67,153302.39,0.83,0.02,8516.8,2485.98,0.93,0.12,11.11,False
827,0.16,1.0,36.73,32.52,38830.0,0.4,0.03,2157.22,1194.18,0.17,0.14,2.63,False
828,0.43,0.35,25.93,65.0,109570.84,0.56,0.02,6087.27,1685.71,0.6,0.36,7.84,False
829,0.36,0.25,26.2,18.41,8874.62,0.16,0.05,493.03,482.15,0.13,0.2,40.0,True
830,0.1,0.2,30.75,35.76,39329.66,0.37,0.03,2184.98,1099.68,0.2,0.06,15.52,True
831,0.34,0.36,26.59,44.0,51485.85,0.39,0.02,2860.32,1170.13,0.64,0.3,11.9,False
832,0.17,1.0,15.42,4.8,355.24,0.02,0.21,19.74,74.01,1.0,0.1,0.0,False
833,0.37,0.57,26.05,18.0,8439.31,0.16,0.06,468.85,468.85,1.0,0.33,0.0,False
834,0.2,0.5,14.63,9.75,1390.58,0.05,0.1,77.25,142.62,0.5,0.13,0.0,False
835,0.19,0.86,60.82,9.92,5988.69,0.2,0.1,332.71,603.51,0.14,0.12,39.13,True
836,0.32,0.5,22.91,31.57,22836.01,0.24,0.03,1268.67,723.31,0.7,0.17,30.0,False
837,0.08,0.67,43.31,28.5,35176.89,0.41,0.04,1954.27,1234.28,0.33,0.05,21.28,True
838,0.17,0.5,12.8,14.86,2825.31,0.06,0.07,156.96,190.16,0.5,0.08,66.67,False
839,0.18,0.5,16.8,6.43,694.29,0.04,0.16,38.57,108.0,0.5,0.14,0.0,False
840,0.48,0.94,35.6,30.0,32042.61,0.36,0.03,1780.14,1068.09,0.06,0.3,0.0,False
841,0.41,0.86,25.42,19.69,9851.11,0.17,0.05,547.28,500.37,0.86,0.33,0.0,False
842,0.25,1.0,16.5,2.0,66.0,0.01,0.5,3.67,33.0,1.0,0.1,0.0,False
843,0.2,0.28,40.85,46.55,88507.21,0.63,0.02,4917.07,1901.52,0.83,0.08,55.17,False
844,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.21,0.0,False
845,0.27,0.81,24.44,62.25,94697.4,0.51,0.02,5260.97,1521.24,1.0,0.11,40.63,False
846,0.27,0.33,14.0,10.83,1642.56,0.05,0.09,91.25,151.62,0.33,0.23,9.09,False
847,0.03,1.0,29.47,25.11,18571.43,0.25,0.04,1031.75,739.74,1.0,0.01,34.88,False
848,0.26,0.17,21.82,26.11,14874.09,0.19,0.04,826.34,569.73,1.0,0.24,0.0,False
849,0.2,0.5,10.05,12.5,1570.53,0.04,0.08,87.25,125.64,0.5,0.17,0.0,False
850,0.19,0.83,30.74,15.56,7439.0,0.16,0.06,413.28,478.22,0.17,0.08,53.06,False
851,0.22,0.75,23.66,13.46,4289.42,0.11,0.07,238.3,318.58,0.25,0.12,40.91,True
852,0.22,1.0,11.16,10.5,1230.67,0.04,0.1,68.37,117.21,0.5,0.18,0.0,False
853,0.19,0.14,26.82,49.14,64763.93,0.44,0.02,3598.0,1318.04,0.14,0.08,48.39,False
854,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,False
855,0.1,1.0,14.99,5.33,426.42,0.03,0.19,23.69,79.95,1.0,0.08,0.0,False
856,0.51,0.82,104.26,72.74,551711.63,2.53,0.01,30650.65,7584.34,0.21,0.48,2.11,False
857,0.45,0.61,46.13,44.69,92128.28,0.69,0.02,5118.24,2061.61,0.79,0.34,15.07,False
858,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
859,0.24,0.4,19.73,17.18,5824.66,0.11,0.06,323.59,339.0,0.6,0.07,60.98,False
860,0.33,1.0,17.27,2.5,107.96,0.01,0.4,6.0,43.19,1.0,0.2,0.0,False
861,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
862,0.15,0.5,18.86,5.5,570.49,0.03,0.18,31.69,103.73,0.5,0.14,0.0,False
863,0.18,0.5,6.45,20.0,2578.55,0.04,0.05,143.25,128.93,0.5,0.15,0.0,False
864,0.2,1.0,18.69,8.56,1368.13,0.05,0.12,76.01,159.91,1.0,0.15,6.25,False
865,0.2,0.75,18.34,19.5,6972.75,0.12,0.05,387.38,357.58,0.75,0.15,0.0,False
866,0.29,0.5,12.44,9.0,1008.0,0.04,0.11,56.0,112.0,0.5,0.18,28.57,False
867,0.18,0.38,33.18,25.65,21826.86,0.28,0.04,1212.6,850.95,0.13,0.1,34.55,False
868,0.6,0.33,9.6,9.17,806.67,0.03,0.11,44.81,88.0,0.33,0.33,0.0,False
869,0.07,1.0,41.04,6.42,1689.97,0.09,0.16,93.89,263.37,1.0,0.04,30.0,False
870,0.33,1.0,9.05,2.0,36.19,0.01,0.5,2.0,18.09,1.0,0.13,0.0,False
871,0.12,1.0,45.17,6.32,1801.85,0.1,0.16,100.1,285.29,0.5,0.06,19.05,False
872,0.02,1.0,68.44,22.43,34432.76,0.51,0.04,1912.93,1535.08,1.0,0.01,45.45,False
873,0.31,0.2,19.88,23.68,11146.31,0.16,0.04,619.24,470.73,0.2,0.13,30.43,False
874,0.06,1.0,53.71,11.17,6703.96,0.2,0.09,372.44,600.05,0.5,0.03,26.19,True
875,0.17,1.0,15.86,3.5,194.27,0.02,0.29,10.79,55.51,1.0,0.13,0.0,False
876,0.22,1.0,29.95,3.0,269.58,0.03,0.33,14.98,89.86,0.5,0.18,0.0,False
877,0.17,0.5,67.61,22.34,33751.49,0.5,0.04,1875.08,1510.62,0.13,0.1,45.9,True
878,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47,0.0,False
879,0.24,0.6,26.48,21.47,12211.91,0.19,0.05,678.44,568.69,1.0,0.22,0.0,False
880,0.33,0.5,16.07,4.5,325.53,0.02,0.22,18.08,72.34,0.5,0.22,0.0,False
881,0.15,1.0,15.26,13.81,2912.11,0.07,0.07,161.78,210.83,0.5,0.1,0.0,False
882,0.24,0.45,18.57,60.0,66844.92,0.37,0.02,3713.61,1114.08,0.27,0.17,25.0,False
883,0.03,1.0,63.11,17.0,18239.92,0.36,0.06,1013.33,1072.94,1.0,0.01,47.37,False
884,0.42,0.13,7.53,74.0,41237.44,0.19,0.01,2290.97,557.26,0.75,0.38,0.0,False
885,1.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47,0.0,False
886,0.5,1.0,8.0,3.0,72.0,0.01,0.33,4.0,24.0,1.0,0.2,33.33,False
887,0.5,0.75,14.27,14.3,2917.2,0.07,0.07,162.07,204.0,0.25,0.27,0.0,False
888,0.05,1.0,118.03,3.19,1200.82,0.13,0.31,66.71,376.47,1.0,0.01,59.26,False
889,0.4,0.5,11.72,8.0,750.12,0.03,0.13,41.67,93.77,0.5,0.09,66.67,False
890,0.5,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.23,0.0,False
891,0.15,0.63,45.07,43.48,85224.2,0.65,0.02,4734.68,1959.88,0.56,0.11,58.4,True
892,0.18,0.78,82.59,47.25,184399.83,1.3,0.02,10244.44,3902.39,0.41,0.15,7.05,False
893,0.5,0.8,22.9,11.69,3127.8,0.09,0.09,173.77,267.62,0.2,0.26,0.0,False
894,0.17,0.33,12.12,13.2,2112.0,0.05,0.08,117.33,160.0,0.33,0.12,81.82,True
895,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.21,0.0,False
896,0.45,0.2,8.96,17.0,2590.27,0.05,0.06,143.9,152.37,1.0,0.38,0.0,False
897,0.45,0.6,16.12,14.3,3299.03,0.08,0.07,183.28,230.7,0.2,0.38,0.0,False
898,0.21,0.4,25.05,13.43,4520.52,0.11,0.07,251.14,336.51,0.6,0.09,50.0,False
899,0.25,1.0,8.54,4.67,186.03,0.01,0.21,10.33,39.86,1.0,0.14,0.0,False
900,0.5,0.75,17.15,11.92,2435.45,0.07,0.08,135.3,204.37,0.25,0.27,0.0,False
901,0.6,0.33,13.11,4.8,301.96,0.02,0.21,16.78,62.91,1.0,0.5,0.0,False
902,0.22,0.63,29.49,29.8,26179.43,0.29,0.03,1454.41,878.64,0.13,0.11,28.0,False
903,0.33,1.0,14.34,3.5,175.66,0.02,0.29,9.76,50.19,1.0,0.04,0.0,False
904,0.14,1.0,14.02,9.75,1333.23,0.05,0.1,74.07,136.74,1.0,0.07,41.67,False
905,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,0.0,False
906,0.26,0.6,64.06,30.39,59183.26,0.65,0.03,3287.96,1947.15,0.8,0.14,32.72,False
907,0.11,0.8,32.18,22.75,16658.75,0.24,0.04,925.49,732.25,0.2,0.07,29.82,True
908,0.4,0.44,49.42,59.29,173747.07,0.98,0.02,9652.62,2930.31,0.5,0.33,5.62,False
909,0.4,0.5,9.87,5.63,312.22,0.02,0.18,17.35,55.51,0.5,0.29,0.0,False
910,0.2,0.5,16.64,8.94,1328.8,0.05,0.11,73.82,148.68,0.5,0.13,10.0,True
911,0.11,0.75,65.05,11.02,7893.16,0.24,0.09,438.51,716.54,0.25,0.05,35.29,False
912,0.47,0.41,23.0,44.18,44903.55,0.34,0.02,2494.64,1016.34,0.82,0.44,5.56,False
913,0.23,0.73,45.92,15.77,11414.37,0.24,0.06,634.13,723.96,0.45,0.15,29.63,False
914,0.29,0.5,9.86,6.67,438.19,0.02,0.15,24.34,65.73,0.5,0.13,22.22,False
915,0.23,0.57,13.72,40.09,22050.0,0.18,0.02,1225.0,550.0,0.71,0.1,48.98,False
916,0.37,0.86,28.97,19.29,10774.31,0.19,0.05,598.57,558.67,0.86,0.17,5.0,False
917,0.37,0.88,77.21,42.88,141975.76,1.1,0.02,7887.54,3310.82,0.5,0.35,2.17,False
918,0.07,1.0,59.86,4.16,1034.06,0.08,0.24,57.45,248.8,1.0,0.03,47.62,True
919,0.4,0.75,17.72,10.83,2080.0,0.06,0.09,115.56,192.0,0.25,0.31,0.0,False
920,0.09,0.5,35.88,23.06,19076.12,0.28,0.04,1059.78,827.28,0.25,0.08,17.78,True
921,0.38,0.33,19.97,6.61,872.67,0.04,0.15,48.48,132.0,0.33,0.13,55.56,False
922,0.18,0.57,29.27,34.0,33832.75,0.33,0.03,1879.6,995.08,0.14,0.1,20.0,False
923,0.06,0.5,39.18,18.35,13195.42,0.24,0.05,733.08,718.98,0.5,0.03,25.58,False
924,0.08,1.0,23.98,8.0,1534.53,0.06,0.13,85.25,191.82,1.0,0.05,0.0,False
925,0.14,1.0,15.39,10.56,1716.57,0.05,0.09,95.37,162.52,1.0,0.09,14.29,False
926,0.1,1.0,19.15,8.36,1337.14,0.05,0.12,74.29,160.0,1.0,0.06,0.0,False
927,0.2,1.0,26.68,22.5,13507.21,0.2,0.04,750.4,600.32,0.2,0.1,13.79,False
928,0.67,0.5,8.15,3.5,99.85,0.01,0.29,5.55,28.53,0.5,0.4,25.0,False
929,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.19,0.0,False
930,0.3,0.67,18.87,7.8,1147.86,0.05,0.13,63.77,147.16,0.33,0.21,25.0,False
931,0.14,0.3,58.73,44.94,118581.28,0.88,0.02,6587.85,2638.88,0.25,0.08,33.01,False
932,0.14,1.0,12.14,6.4,497.34,0.03,0.16,27.63,77.71,1.0,0.07,36.36,False
933,0.21,0.2,15.44,29.75,13664.81,0.15,0.03,759.16,459.32,0.8,0.1,41.03,False
934,0.12,0.33,34.59,16.0,8854.91,0.18,0.06,491.94,553.43,0.33,0.06,48.39,True
935,0.23,0.57,13.72,40.09,22050.0,0.18,0.02,1225.0,550.0,0.71,0.1,49.02,False
936,0.25,1.0,8.54,4.67,186.03,0.01,0.21,10.33,39.86,1.0,0.1,0.0,False
937,0.6,0.67,4.61,13.5,840.64,0.02,0.07,46.7,62.27,0.33,0.5,0.0,False
938,0.5,0.5,12.11,6.42,498.63,0.03,0.16,27.7,77.71,0.5,0.2,0.0,False
939,0.44,0.25,17.43,12.28,2628.09,0.07,0.08,146.01,214.05,1.0,0.36,0.0,False
940,0.38,0.67,14.76,9.0,1195.51,0.04,0.11,66.42,132.83,0.33,0.27,0.0,False
941,0.15,0.8,15.65,31.06,15095.42,0.16,0.03,838.63,486.08,0.2,0.12,45.95,True
942,0.23,0.2,19.42,18.42,6585.38,0.12,0.05,365.85,357.58,0.2,0.08,51.61,False
943,0.33,1.0,10.6,7.0,519.62,0.02,0.14,28.87,74.23,1.0,0.17,0.0,False
944,0.32,0.7,23.15,29.25,19806.66,0.23,0.03,1100.37,677.15,0.1,0.2,20.0,False
945,0.33,0.29,20.89,24.94,12991.07,0.17,0.04,721.73,520.95,1.0,0.25,16.0,False
946,0.08,1.0,24.41,17.27,7283.26,0.14,0.06,404.63,421.66,0.5,0.03,46.51,False
947,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.09,0.0,False
948,0.2,0.5,16.9,16.55,4627.48,0.09,0.06,257.07,279.68,0.5,0.06,57.89,False
949,0.11,0.5,32.7,11.79,4542.69,0.13,0.08,252.37,385.44,0.5,0.1,0.0,False
950,0.36,0.5,18.52,89.3,147650.89,0.55,0.01,8202.83,1653.43,1.0,0.22,28.21,False
951,0.14,1.0,17.84,13.33,3171.79,0.08,0.08,176.21,237.88,0.5,0.11,0.0,False
952,0.5,1.0,12.85,3.5,157.4,0.01,0.29,8.74,44.97,1.0,0.2,66.67,False
953,0.5,0.75,20.0,10.21,2087.05,0.07,0.1,115.95,204.33,0.25,0.25,0.0,False
954,0.2,1.0,14.5,6.3,575.67,0.03,0.16,31.98,91.38,1.0,0.14,0.0,False
955,0.33,0.5,13.06,15.94,3316.34,0.07,0.06,184.24,208.08,0.25,0.19,0.0,False
956,0.22,0.71,21.47,27.69,16463.18,0.2,0.04,914.62,594.5,1.0,0.11,32.56,False
957,0.2,0.1,29.39,91.11,243939.5,0.89,0.01,13552.19,2677.38,0.05,0.14,21.95,True
958,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
959,0.12,0.26,85.05,84.51,607387.78,2.4,0.01,33743.77,7187.42,0.16,0.09,51.06,True
960,0.21,0.67,19.75,15.33,4643.9,0.1,0.07,257.99,302.86,1.0,0.1,40.0,False
961,0.09,1.0,27.47,8.18,1838.78,0.07,0.12,102.15,224.74,1.0,0.05,0.0,False
962,0.5,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.23,0.0,False
963,0.17,0.25,18.32,13.44,3312.04,0.08,0.07,184.0,246.35,0.25,0.13,32.0,True
964,0.2,1.0,17.77,9.0,1439.2,0.05,0.11,79.96,159.91,0.5,0.08,16.67,False
965,0.5,0.8,23.26,11.69,3177.45,0.09,0.09,176.52,271.87,0.2,0.29,0.0,False
966,0.14,1.0,20.79,38.4,30652.35,0.27,0.03,1702.91,798.24,0.33,0.1,0.0,False
967,0.73,0.25,15.48,21.0,6826.47,0.11,0.05,379.25,325.07,0.88,0.62,0.0,False
968,0.25,1.0,20.23,4.44,399.66,0.03,0.23,22.2,89.92,0.5,0.11,22.22,False
969,0.18,0.5,23.19,9.09,1916.65,0.07,0.11,106.48,210.83,0.5,0.11,36.36,False
970,0.18,1.0,33.91,8.29,2327.82,0.09,0.12,129.32,280.94,0.33,0.14,0.0,False
971,0.55,0.17,7.63,28.8,6324.94,0.07,0.03,351.39,219.62,0.83,0.35,16.67,False
972,0.25,1.0,13.95,2.5,87.17,0.01,0.4,4.84,34.87,1.0,0.14,0.0,False
973,0.18,0.5,25.3,43.81,48552.55,0.37,0.02,2697.36,1108.26,0.13,0.11,24.07,True
974,0.19,1.0,25.36,30.47,23549.34,0.26,0.03,1308.3,772.85,0.14,0.16,7.69,False
975,0.06,1.0,47.21,17.87,15085.27,0.28,0.06,838.07,843.93,0.5,0.02,64.62,False
976,0.4,1.0,11.52,5.6,361.36,0.02,0.18,20.08,64.53,0.5,0.29,0.0,False
977,0.42,1.0,22.78,18.0,7380.0,0.14,0.06,410.0,410.0,1.0,0.36,5.0,False
978,0.07,0.67,29.0,28.53,23605.34,0.28,0.04,1311.41,827.35,0.33,0.05,16.67,True
979,0.21,0.67,18.43,15.0,4147.27,0.09,0.07,230.4,276.48,0.33,0.1,27.78,False
980,0.25,1.0,8.54,4.67,186.03,0.01,0.21,10.33,39.86,1.0,0.13,0.0,False
981,0.21,0.67,30.3,37.24,42015.91,0.38,0.03,2334.22,1128.3,0.17,0.16,21.21,False
982,0.29,0.5,12.33,7.2,639.44,0.03,0.14,35.52,88.81,0.5,0.17,0.0,False
983,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32,0.0,False
984,0.12,0.5,23.3,10.39,2514.4,0.08,0.1,139.69,242.03,0.5,0.08,11.11,True
985,0.15,0.63,18.87,122.91,285104.16,0.77,0.01,15839.12,2319.58,0.13,0.1,40.68,False
986,0.14,0.13,28.48,37.78,40642.28,0.36,0.03,2257.9,1075.83,0.13,0.11,30.51,True
987,0.1,1.0,49.83,3.94,772.6,0.07,0.25,42.92,196.21,1.0,0.03,64.0,False
988,0.14,0.5,28.26,46.75,61762.26,0.44,0.02,3431.24,1321.12,0.13,0.09,26.09,True
989,0.2,1.0,16.65,4.67,362.64,0.03,0.21,20.15,77.71,1.0,0.14,0.0,False
990,0.13,1.0,48.13,6.3,1910.42,0.1,0.16,106.13,303.24,1.0,0.02,72.41,False
991,0.13,1.0,22.3,13.8,4246.27,0.1,0.07,235.9,307.7,0.33,0.08,15.38,True
992,0.5,0.75,21.13,9.29,1821.84,0.07,0.11,101.21,196.2,0.25,0.27,0.0,False
993,0.18,0.25,38.24,23.68,21440.49,0.3,0.04,1191.14,905.43,0.92,0.12,24.71,False
994,0.14,1.0,37.4,17.11,10951.11,0.21,0.06,608.4,640.0,0.33,0.07,34.38,False
995,0.35,0.57,22.92,21.71,10799.55,0.17,0.05,599.98,497.54,0.14,0.3,4.76,False
996,0.3,0.33,12.94,11.38,1673.96,0.05,0.09,93.0,147.16,1.0,0.23,0.0,False
997,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,False
998,0.5,1.0,7.74,1.5,17.41,0.0,0.67,0.97,11.61,1.0,0.25,0.0,False
999,0.5,0.75,14.27,14.3,2917.2,0.07,0.07,162.07,204.0,0.25,0.27,0.0,False
1000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1001,0.08,1.0,15.5,9.33,1350.34,0.05,0.11,75.02,144.68,1.0,0.03,45.45,False
1002,0.25,1.0,10.63,3.75,149.49,0.01,0.27,8.3,39.86,1.0,0.02,92.0,False
1003,0.3,1.0,33.36,3.5,408.65,0.04,0.29,22.7,116.76,0.33,0.18,23.08,False
1004,0.15,0.22,36.36,38.32,53395.15,0.46,0.03,2966.4,1393.31,0.44,0.12,16.92,True
1005,0.25,0.5,10.38,9.9,1017.71,0.03,0.1,56.54,102.8,0.5,0.15,25.0,True
1006,0.17,1.0,16.78,6.29,663.06,0.04,0.16,36.84,105.49,1.0,0.1,66.67,False
1007,0.5,1.0,8.0,3.0,72.0,0.01,0.33,4.0,24.0,1.0,0.2,33.33,False
1008,0.4,0.5,13.47,15.0,3030.7,0.07,0.07,168.37,202.05,0.5,0.29,0.0,False
1009,0.11,0.75,32.79,29.64,28803.52,0.32,0.03,1600.2,971.78,0.25,0.05,36.73,False
1010,0.11,0.5,57.8,36.88,78609.33,0.71,0.03,4367.19,2131.6,0.38,0.08,24.05,True
1011,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.02,0.0,False
1012,0.2,0.4,37.58,27.77,28975.86,0.35,0.04,1609.77,1043.45,0.1,0.13,25.0,False
1013,0.23,0.2,11.26,42.25,20101.19,0.16,0.02,1116.73,475.77,1.0,0.12,25.93,False
1014,0.13,1.0,34.88,2.0,139.52,0.02,0.5,7.75,69.76,1.0,0.09,0.0,False
1015,0.4,0.5,18.74,26.0,12669.33,0.16,0.04,703.85,487.28,0.63,0.2,18.18,False
1016,0.5,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.23,0.0,False
1017,0.5,1.0,7.75,2.0,31.02,0.01,0.5,1.72,15.51,1.0,0.2,50.0,False
1018,0.2,1.0,8.64,4.17,150.0,0.01,0.24,8.33,36.0,1.0,0.03,83.33,False
1019,0.5,0.8,17.05,15.58,4140.26,0.09,0.06,230.01,265.69,0.2,0.29,0.0,False
1020,0.05,0.67,76.19,36.75,102930.76,0.93,0.03,5718.38,2800.46,0.33,0.03,32.61,False
1021,0.4,0.75,44.13,16.55,12089.65,0.24,0.06,671.65,730.42,0.63,0.15,0.0,False
1022,0.5,0.75,20.0,10.21,2087.05,0.07,0.1,115.95,204.33,0.25,0.25,0.0,False
1023,0.14,1.0,33.3,2.0,133.22,0.02,0.5,7.4,66.61,1.0,0.0,93.02,False
1024,0.29,0.5,12.33,7.2,639.44,0.03,0.14,35.52,88.81,0.5,0.18,0.0,False
1025,0.11,1.0,25.65,3.21,265.03,0.03,0.31,14.72,82.45,1.0,0.05,33.33,False
1026,0.2,0.17,23.05,32.11,23756.49,0.25,0.03,1319.81,739.96,0.17,0.08,49.06,False
1027,0.15,0.5,12.12,25.67,7986.92,0.1,0.04,443.72,311.18,0.25,0.12,17.86,True
1028,1.0,0.5,9.51,4.0,152.16,0.01,0.25,8.45,38.04,0.5,2.0,0.0,False
1029,0.17,1.0,19.93,3.0,179.38,0.02,0.33,9.97,59.79,1.0,0.06,33.33,False
1030,0.5,0.86,18.23,16.1,4724.35,0.1,0.06,262.46,293.44,1.0,0.39,6.67,False
1031,0.05,1.0,25.43,22.0,12305.75,0.19,0.05,683.65,559.35,1.0,0.01,55.81,False
1032,0.33,0.67,12.8,5.6,401.52,0.02,0.18,22.31,71.7,0.33,0.23,0.0,False
1033,0.25,1.0,16.23,4.57,339.34,0.02,0.22,18.85,74.23,0.5,0.14,0.0,False
1034,0.41,0.14,11.6,31.21,11297.51,0.12,0.03,627.64,361.93,0.14,0.3,41.18,False
1035,0.33,1.0,8.15,3.5,99.85,0.01,0.29,5.55,28.53,1.0,0.13,0.0,False
